"year","STATE","DISTRICT","FEC_ID","FIRST_NAME","LAST_NAME","INCUMBENT_IND","PARTY","candidate_votes","total_votes","runoff"
2006,"CA","50","H4CA49032","Brian P.","Bilbray",0,"R",118018,222102,FALSE
2006,"CA","50","H4CA50055","Francine","Busby",0,"D",96612,222102,FALSE
2006,"CA","51","H2CA50034","Bob","Filner",1,"D",78114,115839,FALSE
2006,"CA","51","H6CA51041","Blake L.","Miles",0,"R",34931,115839,FALSE
2006,"CA","52","H2CA42023","Duncan","Hunter",1,"R",123696,191369,FALSE
2006,"CA","52","H6CA52072","John","Rinaldi",0,"D",61208,191369,FALSE
2006,"CA","53","H0CA49055","Susan A.","Davis",1,"D",97541,144387,FALSE
2006,"CA","53","H6CA53021","John ""Woody""","Woodrum",0,"R",43312,144387,FALSE
2006,"CO","01","H6CO01141","Diana L.","DeGette",1,"D",129446,162271,FALSE
2006,"CO","02","H6CO02123","Rich","Mancuso",0,"R",65481,231307,FALSE
2006,"CO","02","H8CO02087","Mark","Udall",1,"D",157850,231307,FALSE
2006,"CO","03","H4CO03167","John","Salazar",1,"D",146488,237858,FALSE
2006,"CO","03","H6CO03139","Scott","Tipton",0,"R",86930,237858,FALSE
2006,"CO","04","H2CO04045","Marilyn N.","Musgrave",1,"R",109732,240613,FALSE
2006,"CO","04","H6CO04145","Angie","Paccione",0,"D",103748,240613,FALSE
2006,"CO","05","H6CO05126","Jay","Fawcett",0,"D",83431,206756,FALSE
2006,"CO","05","H6CO05159","Doug","Lamborn",0,"R",123264,206756,FALSE
2006,"CO","06","H6CO06033","Bill","Winter",0,"D",108007,270931,FALSE
2006,"CO","06","H8CO06054","Tom","Tancredo",1,"R",158806,270931,FALSE
2006,"CO","07","H2CO07055","Rick","O'Donnell",0,"R",79571,189172,FALSE
2006,"CO","07","H6CO07023","Ed","Perlmutter",0,"D",103918,189172,FALSE
2006,"CT","01","H6CT01149","Scott","MacLean",0,"R",53010,207592,FALSE
2006,"CT","01","H8CT01046","John B.","Larson",1,"D",154539,207592,FALSE
2006,"CT","02","H0CT02124","Rob","Simmons",1,"R",121165,242413,FALSE
2006,"CT","02","H2CT02112","Joe","Courtney",0,"D",121248,242413,FALSE
2006,"CT","03","H0CT03072","Rosa L.","DeLauro",1,"D",150436,197911,FALSE
2006,"CT","03","H6CT03129","Joseph","Vollano",0,"R",44386,197911,FALSE
2006,"CT","04","H4CT04098","Diane","Farrell",0,"D",99450,209019,FALSE
2006,"CT","04","H8CT04057","Christopher","Shays",1,"R",106510,209019,FALSE
2006,"CT","05","H2CT06014","Nancy L.","Johnson",1,"R",94824,217804,FALSE
2006,"CT","05","H6CT05124","Chris","Murphy",0,"D",122980,217804,FALSE
2006,"DE","01","H2DE00072","Michael N.","Castle",1,"R",143897,251694,FALSE
2006,"DE","01","H6DE00172","Dennis","Spivack",0,"D",97565,251694,FALSE
2006,"FL","01","H2FL01100","Jeff","Miller",1,"R",135786,198126,FALSE
2006,"FL","01","H6FL01077","Joe","Roberts",0,"D",62340,198126,FALSE
2006,"FL","02","H6FL00046","Allen","Boyd",1,"D",1,1,FALSE
2006,"FL","03","H2FL03056","Corrine","Brown",1,"D",1,1,FALSE
2006,"FL","04","H0FL04066","Ander","Crenshaw",1,"R",141759,203479,FALSE
2006,"FL","04","H6FL04071","Robert J.","Harms",0,"D",61704,203479,FALSE
2006,"FL","05","H2FL05127","Virginia ""Ginny""","Brown-Waite",1,"R",162421,271380,FALSE
2006,"FL","05","H4FL05032","John T.","Russell",0,"D",108959,271380,FALSE
2006,"FL","06","H2FL06091","David E.","Bruderly",0,"D",91528,228129,FALSE
2006,"FL","06","H8FL06056","Clifford (Cliff) B.","Stearns",1,"R",136601,228129,FALSE
2006,"FL","07","H2FL08055","John L.","Mica",1,"R",149656,237240,FALSE
2006,"FL","07","H6FL07090","John F.","Chagnon",0,"D",87584,237240,FALSE
2006,"FL","08","H0FL08042","Ric","Keller",1,"R",95258,180444,FALSE
2006,"FL","08","H6FL08163","Charlie","Stuart",0,"D",82526,180444,FALSE
2006,"FL","09","H6FL09070","Gus Michael","Bilirakis",0,"R",123016,220013,FALSE
2006,"FL","09","H6FL09138","Phyllis","Busansky",0,"D",96978,220013,FALSE
2006,"FL","10","H6FL06035","C.W. Bill","Young",1,"R",131488,199445,FALSE
2006,"FL","10","H6FL10102","Samm","Simpson",0,"D",67950,199445,FALSE
2006,"FL","11","H6FL11126","Kathy","Castor",0,"D",97470,139942,FALSE
2006,"FL","11","H6FL11175","Eddie , Jr.","Adams",0,"R",42454,139942,FALSE
2006,"FL","12","H0FL12051","Adam H.","Putnam",1,"R",124452,180064,FALSE
2006,"FL","13","H4FL13069","Christine","Jennings",0,"D",118940,238249,FALSE
2006,"FL","13","H6FL13148","Vern","Buchanan",0,"R",119309,238249,FALSE
2006,"FL","14","H4FL14059","Connie","Mack",1,"R",151615,235539,FALSE
2006,"FL","14","H4FL14091","Robert M.","Neeld",0,"D",83920,235539,FALSE
2006,"FL","15","H4FL15114","Dave","Weldon",1,"R",125965,223799,FALSE
2006,"FL","15","H6FL15135","Bob","Bowman",0,"D",97834,223799,FALSE
2006,"FL","16","H4FL16104","Joe","Negron",0,"R",111415,233773,FALSE
2006,"FL","16","H6FL16059","Tim","Mahoney",0,"D",115832,233773,FALSE
2006,"FL","17","H2FL17056","Kendrick B.","Meek",1,"D",90663,90686,FALSE
2006,"FL","18","H0FL18025","Ileana","Ros-Lehtinen",1,"R",79631,128132,FALSE
2006,"FL","18","H4FL18027","David ""Big Dave""","Patlak",0,"D",48499,128132,FALSE
2006,"FL","19","H6FL19038","Robert","Wexler",1,"D",1,1,FALSE
2006,"FL","20","H4FL20023","Debbie","Wasserman Schultz",1,"D",1,1,FALSE
2006,"FL","21","H2FL19037","Lincoln","Diaz-Balart",1,"R",66784,112306,FALSE
2006,"FL","21","H4FL21047","Frank J.","Gonzalez",0,"D",45522,112306,FALSE
2006,"FL","22","H0FL12010","E. Clay","Shaw",1,"R",100663,213605,FALSE
2006,"FL","22","H6FL22040","Ron","Klein",0,"D",108688,213605,FALSE
2006,"FL","23","H2FL23021","Alcee L.","Hastings",1,"D",1,1,FALSE
2006,"FL","24","H2FL00250","Tom","Feeney",1,"R",123795,213658,FALSE
2006,"FL","24","H6FL24020","Clint","Curtis",0,"D",89863,213658,FALSE
2006,"FL","25","H2FL25018","Mario","Diaz-Balart",1,"R",60765,103933,FALSE
2006,"FL","25","H6FL18022","Michael","Calderin",0,"D",43168,103933,FALSE
2006,"GA","01","H2GA01157","Jack","Kingston",1,"R",94961,138629,FALSE
2006,"GA","01","H6GA00028","Jim","Nelson",0,"D",43668,138629,FALSE
2006,"GA","02","H2GA02031","Sanford","Bishop",1,"D",88662,130629,FALSE
2006,"GA","02","H6GA02107","Bradley C.","Hughes",0,"R",41967,130629,FALSE
2006,"GA","03","H4GA08067","Lynn","Westmoreland",1,"R",130428,192799,FALSE
2006,"GA","03","H6GA03071","Mike","McGraw",0,"D",62371,192799,FALSE
2006,"GA","04","H2GA04102","Catherine","Davis",0,"R",34778,141194,FALSE
2006,"GA","04","H6GA04129","Henry C. ""Hank,"" Jr.","Johnson",0,"D",106352,141194,FALSE
2006,"GA","05","H6GA05217","John","Lewis",1,"D",122380,122428,FALSE
2006,"GA","06","H4GA06087","Tom","Price",1,"R",144958,200252,FALSE
2006,"GA","06","H6GA06108","Steve","Sinton",0,"D",55294,200252,FALSE
2006,"GA","07","H0GA04023","John","Linder",1,"R",130561,184114,FALSE
2006,"GA","07","H6GA07130","Allan","Burns",0,"D",53553,184114,FALSE
2006,"GA","08","H0GA08032","Jim","Marshall",1,"D",80660,159568,FALSE
2006,"GA","08","H2GA03070","Mac","Collins",0,"R",78908,159568,FALSE
2006,"GA","09","H2GA09036","Nathan","Deal",1,"R",128685,167926,FALSE
2006,"GA","09","H6GA09201","John D.","Bradbury",0,"D",39240,167926,FALSE
2006,"GA","10","H4GA10022","Charlie","Norwood",1,"R",117721,174753,FALSE
2006,"GA","10","H6GA10142","Terry","Holley",0,"D",57032,174753,FALSE
2006,"GA","11","H2GA11149","Phil","Gingrey",1,"R",118524,166788,FALSE
2006,"GA","11","H6GA11041","Patrick Samuel","Pillion",0,"D",48261,166788,FALSE
2006,"GA","12","H2GA12097","Max","Burns",0,"R",70787,142438,FALSE
2006,"GA","12","H4GA12010","John","Barrow",1,"D",71651,142438,FALSE
2006,"GA","13","H2GA13012","David","Scott",1,"D",103019,148789,FALSE
2006,"GA","13","H6GA13013","Deborah Travis","Honeycutt",0,"R",45770,148789,FALSE
2006,"HI","01","H0HI01058","Neil","Abercrombie",1,"D",112904,162794,FALSE
2006,"HI","01","H6HI02301","Richard (Noah)","Hough",0,"R",49890,162794,FALSE
2006,"HI","02","H6HI02251","Mazie K.","Hirono",0,"D",106906,175150,FALSE
2006,"HI","02","H6HI02285","Bob","Hogue",0,"R",68244,175150,FALSE
2006,"IA","01","H6IA01098","Bruce","Braley",0,"D",114322,207621,FALSE
2006,"IA","01","H6IA01106","Mike","Whalen",0,"R",89729,207621,FALSE
2006,"IA","02","H6IA01015","James A.","Leach",1,"R",101707,209586,FALSE
2006,"IA","02","H6IA02146","David","Loebsack",0,"D",107683,209586,FALSE
2006,"IA","03","H6IA03144","Leonard L.","Boswell",1,"D",115769,223287,FALSE
2006,"IA","03","H6IA03219","Jeff","Lamberti",0,"R",103722,223287,FALSE
2006,"IA","04","H4IA05102","Tom","Latham",1,"R",121650,212730,FALSE
2006,"IA","04","H6IA04126","Selden E.","Spencer",0,"D",90982,212730,FALSE
2006,"IA","05","H2IA05072","Steve","King",1,"R",105580,180464,FALSE
2006,"IA","05","H4IA05169","Joyce","Schulte",0,"D",64181,180464,FALSE
2006,"ID","01","H6ID01177","Bill","Sali",0,"R",115843,231974,FALSE
2006,"ID","01","H6ID01185","Larry","Grant",0,"D",103935,231974,FALSE
2006,"ID","02","H6ID02142","Jim","Hansen",0,"D",73441,213332,FALSE
2006,"ID","02","H8ID02064","Mike","Simpson",1,"R",132262,213332,FALSE
2006,"IL","01","H2IL01042","Bobby L.","Rush",1,"D",146623,174427,FALSE
2006,"IL","01","H6IL01134","Jason E.","Tabour",0,"R",27804,174427,FALSE
2006,"IL","02","H6IL02124","Jesse L., Jr.","Jackson",1,"D",146347,172490,FALSE
2006,"IL","02","H6IL02249","Robert","Belin",0,"R",20395,172490,FALSE
2006,"IL","03","H0IL01111","Raymond G.","Wardingley",0,"R",37954,165722,FALSE
2006,"IL","03","H4IL03077","Daniel William","Lipinski",1,"D",127768,165722,FALSE
2006,"IL","04","H2IL08039","Luis V.","Gutierrez",1,"D",69910,81442,FALSE
2006,"IL","04","H6IL04120","Ann","Melichar",0,"R",11532,81442,FALSE
2006,"IL","05","H2IL05092","Rahm","Emanuel",1,"D",114319,146581,FALSE
2006,"IL","05","H6IL05143","Kevin Edward","White",0,"R",32250,146581,FALSE
2006,"IL","06","H6IL06117","Peter J.","Roskam",0,"R",91382,177957,FALSE
2006,"IL","06","H6IL06141","L. Tammy","Duckworth",0,"D",86572,177957,FALSE
2006,"IL","07","H4IL07037","Danny K.","Davis",1,"D",143071,165011,FALSE
2006,"IL","07","H6IL07271","Charles","Hutchinson",0,"R",21939,165011,FALSE
2006,"IL","08","H2IL08088","Melissa","Bean",1,"D",93355,183394,FALSE
2006,"IL","08","H8IL08044","David","McSweeney",0,"R",80720,183394,FALSE
2006,"IL","09","H6IL09111","Michael P.","Shannon",0,"R",41858,164713,FALSE
2006,"IL","09","H8IL09067","Janice D.","Schakowsky",1,"D",122852,164713,FALSE
2006,"IL","10","H0IL10120","Mark Steven","Kirk",1,"R",107929,202208,FALSE
2006,"IL","10","H6IL10119","Daniel J.","Seals",0,"D",94278,202208,FALSE
2006,"IL","11","H4IL11096","Gerald C. ""Jerry""","Weller",1,"R",109009,197856,FALSE
2006,"IL","11","H6IL11109","John","Pavich",0,"D",88846,197856,FALSE
2006,"IL","12","H8IL21021","Jerry F.","Costello",1,"D",157802,157809,FALSE
2006,"IL","13","H6IL13105","Joseph","Shannon",0,"D",85507,205234,FALSE
2006,"IL","13","H8IL13069","Judy","Biggert",1,"R",119720,205234,FALSE
2006,"IL","14","H6IL14095","J. Dennis","Hastert",1,"R",117870,197144,FALSE
2006,"IL","14","H6IL14111","Jonathan ""John""","Laesch",0,"D",79274,197144,FALSE
2006,"IL","15","H0IL15053","Timothy V.","Johnson",1,"R",116810,202835,FALSE
2006,"IL","15","H4IL15055","David","Gill",0,"D",86025,202835,FALSE
2006,"IL","16","H0IL16085","Donald A.","Manzullo",1,"R",125951,198101,FALSE
2006,"IL","16","H6IL16066","Richard D.","Auman",0,"D",63627,198101,FALSE
2006,"IL","17","H4IL17069","Andrea","Zinga",0,"R",86161,201186,FALSE
2006,"IL","17","H6IL17155","Phil","Hare",0,"D",115025,201186,FALSE
2006,"IL","18","H4IL18059","Ray","LaHood",1,"R",150194,223246,FALSE
2006,"IL","18","H4IL18091","Steve","Waterworth",0,"D",73052,223246,FALSE
2006,"IL","19","H2IL20042","John M.","Shimkus",1,"R",143491,236352,FALSE
2006,"IL","19","H6IL19094","Danny L.","Stover",0,"D",92861,236352,FALSE
2006,"IN","01","H4IN01012","Peter J.","Visclosky",1,"D",104195,149607,FALSE
2006,"IN","01","H8IN01096","Mark J.","Leyva",0,"R",40146,149607,FALSE
2006,"IN","02","H2IN03111","J. Christopher","Chocola",1,"R",88300,191861,FALSE
2006,"IN","02","H4IN02101","Joe","Donnelly",0,"D",103561,191861,FALSE
2006,"IN","03","H4IN04099","Mark E.","Souder",1,"R",95421,175778,FALSE
2006,"IN","03","H6IN03161","Thomas E.","Hayhurst",0,"D",80357,175778,FALSE
2006,"IN","04","H2IN05025","Steve","Buyer",1,"R",111057,178043,FALSE
2006,"IN","04","H4IN04149","David Avram","Sanders",0,"D",66986,178043,FALSE
2006,"IN","05","H2IN06023","Dan","Burton",1,"R",133118,204929,FALSE
2006,"IN","05","H6IN05174","Katherine Fox","Carr",0,"D",64362,204929,FALSE
2006,"IN","06","H6IN06149","Barry A.","Welsh",0,"D",76812,192078,FALSE
2006,"IN","06","H8IN02060","Mike","Pence",1,"R",115266,192078,FALSE
2006,"IN","07","H6IN07352","Eric","Dickerson",0,"R",64304,139054,FALSE
2006,"IN","07","H6IN10141","Julia M.","Carson",1,"D",74750,139054,FALSE
2006,"IN","08","H4IN08108","John N.","Hostettler",1,"R",83704,214723,FALSE
2006,"IN","08","H6IN08210","Brad","Ellsworth",0,"D",131019,214723,FALSE
2006,"IN","09","H2IN09084","Michael E.","Sodrel",1,"R",100469,220849,FALSE
2006,"IN","09","H8IN09032","Baron P.","Hill",0,"D",110454,220849,FALSE
2006,"KS","01","H6KS01096","Jerry ","Moran",1,"R",156728,199378,FALSE
2006,"KS","01","H6KS01153","John ","Doll",0,"D",39781,199378,FALSE
2006,"KS","02","H4KS02107","Nancy ","Boyda",0,"D",114139,225562,FALSE
2006,"KS","02","H6KS02227","Jim ","Ryun",1,"R",106329,225562,FALSE
2006,"KS","03","H6KS03167","Chuck ","Ahner",0,"R",79824,236980,FALSE
2006,"KS","03","H8KS03049","Dennis ","Moore",1,"D",153105,236980,FALSE
2006,"KS","04","H4KS04087","Todd ","Tiahrt",1,"R",116386,183207,FALSE
2006,"KS","04","H6KS04157","Garth J.","McGinn",0,"D",62166,183207,FALSE
2006,"KY","01","H4KY01040","Ed","Whitfield",1,"R",123618,207483,FALSE
2006,"KY","01","H6KY01011","Tom","Barlow",0,"D",83865,207483,FALSE
2006,"KY","02","H4KY02030","Ron","Lewis",1,"R",118548,213963,FALSE
2006,"KY","02","H6KY02050","Mike","Weaver",0,"D",95415,213963,FALSE
2006,"KY","03","H6KY03090","Anne M.","Northup",1,"R",116568,241965,FALSE
2006,"KY","03","H6KY03124","John","Yarmuth",0,"D",122489,241965,FALSE
2006,"KY","04","H2KY04071","Geoff","Davis",1,"R",105845,204767,FALSE
2006,"KY","04","H8KY00035","Ken","Lucas",0,"D",88822,204767,FALSE
2006,"KY","05","H0KY05015","Harold ""Hal""","Rogers",1,"R",147201,199568,FALSE
2006,"KY","05","H6KY05111","Kenneth","Stepp",0,"D",52367,199568,FALSE
2006,"KY","06","H4KY06072","Ben","Chandler",1,"D",158765,185780,FALSE
2006,"LA","01","H4LA00016","""Bobby""","Jindal",1,"R",130508,148128,FALSE
2006,"LA","01","H6LA01175","Stacey","Tallitsch",0,"D",5025,148128,FALSE
2006,"LA","01","H6LA01183","David","Gereighty",0,"D",10919,148128,FALSE
2006,"LA","02","H0LA02119","William J.","Jefferson",1,"D",28283,94026,FALSE
2006,"LA","02","H2LA02032","Troy ""C""","Carter",0,"D",11304,94026,FALSE
2006,"LA","02","H6LA02108","Joseph ""Joe""","Lavigne",0,"R",12511,94026,FALSE
2006,"LA","02","H6LA02116","John","Edwards",0,"D",675,94026,FALSE
2006,"LA","02","H6LA02124","Derrick","Shepherd",0,"D",16799,94026,FALSE
2006,"LA","02","H6LA02132","Karen","Carter",0,"D",20364,94026,FALSE
2006,"LA","02","H6LA02140","Scott","Barron",0,"D",621,94026,FALSE
2006,"LA","02","H6LA02157","Regina","Bartholomew",0,"D",1125,94026,FALSE
2006,"LA","02","H6LA02165","Deven ""D.C.""","Collins",0,"D",121,94026,FALSE
2006,"LA","02","H6LA02173","M.V. ""Vinny""","Mendoza",0,"D",402,94026,FALSE
2006,"LA","02","H6LA02181","Eric T.","Bradley",0,"R",1159,94026,FALSE
2006,"LA","02","H6LA02199","Lawrence William ""Lance,"" III","von Uhde",0,"R",258,94026,FALSE
2006,"LA","03","H4LA03028","""Charlie""","Melancon",1,"D",75023,136331,FALSE
2006,"LA","03","H4LA03051","Craig","Romero",0,"R",54950,136331,FALSE
2006,"LA","03","H6LA03064","Olangee ""OJ""","Breech",0,"D",4190,136331,FALSE
2006,"LA","04","H6LA04054","Artis R., Sr.","Cash",0,"D",22757,134272,FALSE
2006,"LA","04","H6LA04070","Patti","Cox",0,"D",17788,134272,FALSE
2006,"LA","04","H6LA04088","Chester T.","Kelley",0,"R",16649,134272,FALSE
2006,"LA","04","H8LA04134","""Jim""","McCrery",1,"R",77078,134272,FALSE
2006,"LA","05","H2LA05084","Rodney","Alexander",1,"R",78211,114582,FALSE
2006,"LA","05","H6LA05127","Gloria Williams","Hearn",0,"D",33233,114582,FALSE
2006,"LA","06","H6LA06083","Richard H.","Baker",1,"R",94658,114306,FALSE
2006,"LA","07","H4LA07029","Charles W., Jr.","Boustany",1,"R",113720,160853,FALSE
2006,"LA","07","H6LA07172","Mike","Stagg",0,"D",47133,160853,FALSE
2006,"MA","01","H2MA01020","John W.","Olver",1,"D",158057,206884,FALSE
2006,"MA","02","H8MA02041","Richard E.","Neal",1,"D",164939,167193,FALSE
2006,"MA","03","H4MA03022","James P.","McGovern",1,"D",166973,168956,FALSE
2006,"MA","04","H0MA04036","Barney","Frank",1,"D",176513,179243,FALSE
2006,"MA","05","H2MA05054","Martin T.","Meehan",1,"D",159120,162272,FALSE
2006,"MA","06","H4MA06033","John F.","Tierney",1,"D",168056,241625,FALSE
2006,"MA","06","H6MA06129","Richard W.","Barton",0,"R",72997,241625,FALSE
2006,"MA","07","H6MA07101","Edward J.","Markey",1,"D",171902,174791,FALSE
2006,"MA","08","H8MA08071","Michael E.","Capuano",1,"D",125515,138455,FALSE
2006,"MA","09","H2MA09072","Stephen F.","Lynch",1,"D",169420,217036,FALSE
2006,"MA","09","H6MA09149","Jack E.","Robinson",0,"R",47114,217036,FALSE
2006,"MA","10","H2MA11060","William D.","Delahunt",1,"D",171812,267202,FALSE
2006,"MA","10","H6MA10154","Jeffrey K.","Beatty",0,"R",78439,267202,FALSE
2006,"MD","01","H6MD01197","Jim","Corwin",0,"D",83738,269147,FALSE
2006,"MD","01","H8MD01037","Wayne T.","Gilchrest",1,"R",185177,269147,FALSE
2006,"MD","02","H2MD02160","C. A. Dutch","Ruppersberger",1,"D",135818,196228,FALSE
2006,"MD","02","H6MD02153","Jimmy","Mathis",0,"R",60195,196228,FALSE
2006,"MD","03","H6MD03292","John P.","Sarbanes",0,"D",150142,234486,FALSE
2006,"MD","03","H6MD03367","John","White",0,"R",79174,234486,FALSE
2006,"MD","04","H2MD05361","Albert R.","Wynn",1,"D",141897,175903,FALSE
2006,"MD","04","H6MD04191","Michael Moshe","Starkman",0,"R",32792,175903,FALSE
2006,"MD","05","H2MD05155","Steny H.","Hoyer",1,"D",168114,203323,FALSE
2006,"MD","06","H2MD06054","Roscoe G.","Bartlett",1,"R",141200,239453,FALSE
2006,"MD","06","H6MD06121","Andrew","Duck",0,"D",92030,239453,FALSE
2006,"MD","07","H6MD07160","Elijah","Cummings",1,"D",158830,161977,FALSE
2006,"MD","08","H2MD08126","Chris","Van Hollen",1,"D",168872,220685,FALSE
2006,"MD","08","H6MD08440","Jeffrey M.","Stein",0,"R",48324,220685,FALSE
2006,"ME","01","H6ME01157","Thomas H.","Allen",1,"D",170949,280987,FALSE
2006,"ME","01","H6ME01181","Darlene J.","Curley",0,"R",88009,280987,FALSE
2006,"ME","02","H2ME02097","Michael H.","Michaud",1,"D",179732,254878,FALSE
2006,"ME","02","H6ME02114","Laurence S.","D'Amboise",0,"R",75146,254878,FALSE
2006,"MI","01","H2MI01068","Bart","Stupak",1,"D",180448,259927,FALSE
2006,"MI","01","H2MI01092","Don","Hooper",0,"R",72753,259927,FALSE
2006,"MI","02","H2MI03045","Peter","Hoekstra",1,"R",183006,275394,FALSE
2006,"MI","02","H4MI02088","Kimon","Kotos",0,"D",86950,275394,FALSE
2006,"MI","03","H4MI03045","Vernon J.","Ehlers",1,"R",171212,271352,FALSE
2006,"MI","03","H6MI03131","James R.","Rinck",0,"D",93846,271352,FALSE
2006,"MI","04","H0MI10071","Dave","Camp",1,"R",160041,264245,FALSE
2006,"MI","04","H4MI04092","Mike","Huckleberry",0,"D",100260,264245,FALSE
2006,"MI","05","H6MI05177","Eric J.","Klammer",0,"R",60967,241691,FALSE
2006,"MI","05","H6MI07108","Dale E.","Kildee",1,"D",176171,241691,FALSE
2006,"MI","06","H6MI04113","Fred","Upton",1,"R",142125,234583,FALSE
2006,"MI","06","H6MI06134","Kim","Clark",0,"D",88978,234583,FALSE
2006,"MI","07","H4MI07103","Tim","Walberg",0,"R",122348,245026,FALSE
2006,"MI","07","H4MI07137","Sharon Marie","Renier",0,"D",112665,245026,FALSE
2006,"MI","08","H0MI08042","Mike","Rogers",1,"R",157237,284471,FALSE
2006,"MI","08","H6MI08197","Jim","Marcinkowski",0,"D",122107,284471,FALSE
2006,"MI","09","H2MI11042","Joe","Knollenberg",1,"R",142390,276180,FALSE
2006,"MI","09","H6MI09146","Nancy","Skinner",0,"D",127620,276180,FALSE
2006,"MI","10","H6MI10136","Robert","Denison",0,"D",84689,270421,FALSE
2006,"MI","10","H6MI12181","Candice S.","Miller",1,"R",179072,270421,FALSE
2006,"MI","11","H2MI00037","Thaddeus G.","McCotter",1,"R",143658,265784,FALSE
2006,"MI","11","H6MI11142","Tony","Trupiano",0,"D",114248,265784,FALSE
2006,"MI","12","H2MI17023","Sander","Levin",1,"D",168494,240115,FALSE
2006,"MI","12","H4MI12053","Randell J.","Shafer",0,"R",62689,240115,FALSE
2006,"MI","13","H6MI15127","Carolyn Cheeks","Kilpatrick",1,"D",126308,126323,FALSE
2006,"MI","14","H6MI01028","John, Jr.","Conyers",1,"D",158755,186122,FALSE
2006,"MI","14","H6MI14187","Chad","Miles",0,"R",27367,186122,FALSE
2006,"MI","15","H6MI16034","John D.","Dingell",1,"D",181946,206868,FALSE
2006,"MN","01","H4MN01070","Gil","Gutknecht",1,"R",126486,268421,FALSE
2006,"MN","01","H6MN01174","Tim","Walz",0,"D",141556,268421,FALSE
2006,"MN","02","H6MN02107","Coleen","Rowley",0,"D",116343,290540,FALSE
2006,"MN","02","H8MN06047","John","Kline",1,"R",163269,290540,FALSE
2006,"MN","03","H0MN00013","Jim","Ramstad",1,"R",184333,284244,FALSE
2006,"MN","03","H6MN03113","Wendy","Wilde",0,"D",99588,284244,FALSE
2006,"MN","04","H0MN04049","Betty","McCollum",1,"D",172096,247466,FALSE
2006,"MN","04","H6MN04228","Obi","Sium",0,"R",74797,247466,FALSE
2006,"MN","05","H6MN05183","Keith","Ellison",0,"D",136060,244905,FALSE
2006,"MN","05","H6MN05290","Alan","Fine",0,"R",52263,244905,FALSE
2006,"MN","06","H4MN06079","Patty","Wetterling",0,"D",127144,302188,FALSE
2006,"MN","06","H6MN06074","Michele","Bachmann",0,"R",151248,302188,FALSE
2006,"MN","07","H2MN07014","Collin C.","Peterson",1,"D",179164,257194,FALSE
2006,"MN","07","H6MN07262","Michael J.","Barrett",0,"R",74557,257194,FALSE
2006,"MN","08","H6MN08047","James L.","Oberstar",1,"D",180670,284016,FALSE
2006,"MN","08","H6MN08112","Rod","Grams",0,"R",97683,284016,FALSE
2006,"MO","01","H0MO01066","Lacy","Clay",1,"D",141574,194235,FALSE
2006,"MO","01","H6MO01220","Mark J.","Byrne",0,"R",47893,194235,FALSE
2006,"MO","02","H0MO02148","Todd","Akin",1,"R",176452,287617,FALSE
2006,"MO","02","H6MO02285","George D.","Weber",0,"D",105242,287617,FALSE
2006,"MO","03","H0MO00019","Russ","Carnahan",1,"D",145219,221448,FALSE
2006,"MO","03","H6MO03291","David","Bertelsen",0,"R",70189,221448,FALSE
2006,"MO","04","H4MO04054","James A. (Jim)","Noland",0,"R",69254,235525,FALSE
2006,"MO","04","H6MO04141","Ike","Skelton",1,"D",159303,235525,FALSE
2006,"MO","05","H4MO05234","Emanuel, II","Cleaver",1,"D",136149,211919,FALSE
2006,"MO","05","H6MO05189","Jacob","Turk",0,"R",68456,211919,FALSE
2006,"MO","06","H0MO06073","Sam","Graves",1,"R",150882,244795,FALSE
2006,"MO","06","H6MO06187","Sara Jo","Shettles",0,"D",87477,244795,FALSE
2006,"MO","07","H6MO07128","Roy","Blunt",1,"R",160942,241123,FALSE
2006,"MO","07","H6MO07169","Jack","Truman",0,"D",72592,241123,FALSE
2006,"MO","08","H6MO08084","Jo Ann","Emerson",1,"R",156164,217989,FALSE
2006,"MO","08","H6MO08100","Veronica J.","Hambacker",0,"D",57557,217989,FALSE
2006,"MO","09","H2MO09099","Duane N.","Burghard",0,"D",87145,242671,FALSE
2006,"MO","09","H4MO09046","Kenny C.","Hulshof",1,"R",149114,242671,FALSE
2006,"MS","01","H4MS01078","Roger F.","Wicker",1,"R",95098,144272,FALSE
2006,"MS","01","H6MS01115","James K. (Ken)","Hurt",0,"D",49174,144272,FALSE
2006,"MS","02","H4MS02068","Bennie G.","Thompson",1,"D",100160,155832,FALSE
2006,"MS","02","H6MS02147","Yvonne R.","Brown",0,"R",55672,155832,FALSE
2006,"MS","03","H6MS03046","Chip","Pickering",1,"R",125421,161480,FALSE
2006,"MS","04","H6MS04176","Randy","McDonnell",0,"R",28117,139113,FALSE
2006,"MS","04","H8MS05047","Gene","Taylor",1,"D",110996,139113,FALSE
2006,"MT","01","H0MT00033","Denny","Rehberg",1,"R",239124,406134,FALSE
2006,"MT","01","H6MT00063","Monica J.","Lindeen",0,"D",158916,406134,FALSE
2006,"NC","01","H4NC01046","G.K.","Butterfield",1,"D",82510,82510,FALSE
2006,"NC","02","H6NC02080","Bob","Etheridge",1,"D",85993,129264,FALSE
2006,"NC","02","H6NC02106","Dan","Mansell",0,"R",43271,129264,FALSE
2006,"NC","03","H2NC01081","Walter B.","Jones",1,"R",99519,144977,FALSE
2006,"NC","03","H6NC03120","Craig","Weber",0,"D",45458,144977,FALSE
2006,"NC","04","H6NC04037","Steve","Acuff",0,"R",68599,195939,FALSE
