"year","STATE","DISTRICT","FEC_ID","FIRST_NAME","LAST_NAME","INCUMBENT_IND","PARTY","candidate_votes","total_votes","runoff"
2012,"GA","12","H2GA12105","Lee","Anderson",0,"R",119973,259121,FALSE
2012,"GA","12","H4GA12010","John","Barrow",1,"D",139148,259121,FALSE
2012,"GA","13","H2GA13012","David","Scott",1,"D",201988,281538,FALSE
2012,"GA","13","H2GA13053","S.","Malik",0,"R",79550,281538,FALSE
2012,"GA","14","H0GA09030","Tom","Graves",1,"R",159947,219192,FALSE
2012,"GA","14","H2GA14010","Daniel ""Danny""","Grant",0,"D",59245,219192,FALSE
2012,"HI","01","H0HI01157","Charles K.","Djou",0,"R",96824,213329,FALSE
2012,"HI","01","H2HI02110","Colleen W.","Hanabusa",1,"D",116505,213329,FALSE
2012,"HI","02","H2HI02508","Tulsi","Gabbard",0,"D",168503,209210,FALSE
2012,"HI","02","H2HI02524","Kawika","Crowley",0,"R",40707,209210,FALSE
2012,"IA","01","H0IA01117","Ben","Lange",0,"R",162465,390849,FALSE
2012,"IA","01","H6IA01055","Bruce","Braley",1,"D",222422,390849,FALSE
2012,"IA","02","H2IA02053","John","Archer",0,"R",161977,381275,FALSE
2012,"IA","02","H6IA02146","Dave","Loebsack",1,"D",211863,381275,FALSE
2012,"IA","03","H4IA05102","Tom","Latham",1,"R",202000,386842,FALSE
2012,"IA","03","H6IA03144","Leonard","Boswell",1,"D",168632,386842,FALSE
2012,"IA","04","H2IA04117","Christie","Vilsack",0,"D",169470,377883,FALSE
2012,"IA","04","H2IA05072","Steve","King",1,"R",200063,377883,FALSE
2012,"ID","01","H0ID01253","Raul R.","Labrador",1,"R",199402,316724,FALSE
2012,"ID","01","H2ID01101","Jimmy","Farris",0,"D",97450,316724,FALSE
2012,"ID","02","H2ID02133","Nicole","LeFavour",0,"D",110847,318494,FALSE
2012,"ID","02","H81D02064","Mike","Simpson",1,"R",207412,318494,FALSE
2012,"IL","01","H2IL01042","Bobby L.","Rush",1,"D",236854,320844,FALSE
2012,"IL","01","H2IL01166","Donald E.","Peloquin",0,"R",83989,320844,FALSE
2012,"IL","02","H2IL02149","Brian","Woodworth",0,"R",69115,297712,FALSE
2012,"IL","02","H6IL02124","Jesse L., Jr.","Jackson",1,"D",188303,297712,FALSE
2012,"IL","03","H2IL03121","Richard L.","Grabowski",0,"R",77653,246398,FALSE
2012,"IL","03","H4IL03077","Daniel William","Lipinski",1,"D",168738,246398,FALSE
2012,"IL","04","H2IL04145","Hector","Concepcion",0,"R",27279,160509,FALSE
2012,"IL","04","H2IL08039","Luis V.","Gutierrez",1,"D",133226,160509,FALSE
2012,"IL","05","H0IL05096","Mike","Quigley",1,"D",177729,270377,FALSE
2012,"IL","05","H4IL11047","Dan","Schmitt",0,"R",77289,270377,FALSE
2012,"IL","06","H2IL06058","Leslie","Coolidge",0,"D",132991,326129,FALSE
2012,"IL","06","H6IL06117","Peter J.","Roskam",1,"R",193138,326129,FALSE
2012,"IL","07","H2IL07106","Rita","Zak",0,"R",31466,286435,FALSE
2012,"IL","07","H4IL07037","Danny K.","Davis",1,"D",242439,286435,FALSE
2012,"IL","08","H0IL08090","Joe","Walsh",1,"R",101860,225066,FALSE
2012,"IL","08","H6IL06141","Tammy","Duckworth",0,"D",123206,225066,FALSE
2012,"IL","09","H2IL09110","Timothy C.","Wolfe",0,"R",98924,293807,FALSE
2012,"IL","09","H8IL09067","Janice D.","Schakowsky",1,"D",194869,293807,FALSE
2012,"IL","10","H0IL10302","Robert","Dold",1,"R",130564,264454,FALSE
2012,"IL","10","H2IL10068","Brad","Schneider",0,"D",133890,264454,FALSE
2012,"IL","11","H8IL13069","Judy","Biggert",1,"R",105348,254295,FALSE
2012,"IL","11","H8IL14067","Bill","Foster",0,"D",148928,254295,FALSE
2012,"IL","12","H2IL12098","Jason","Plummer",0,"R",129902,303949,FALSE
2012,"IL","12","H2IL12122","William L.","Enyart",0,"D",157000,303949,FALSE
2012,"IL","13","H2IL13120","Rodney","Davis",0,"R",137034,294385,FALSE
2012,"IL","13","H4IL15055","David M.","Gill",0,"D",136032,294385,FALSE
2012,"IL","14","H0IL14080","Randy M.","Hultgren",1,"R",177603,301954,FALSE
2012,"IL","14","H2IL14078","Dennis","Anderson",0,"D",124351,301954,FALSE
2012,"IL","15","H2IL15083","Angela","Michael",0,"D",94162,299937,FALSE
2012,"IL","15","H2IL20042","John M.","Shimkus",1,"R",205775,299937,FALSE
2012,"IL","16","H0IL11052","Adam","Kinzinger",1,"R",181789,294090,FALSE
2012,"IL","16","H2IL16057","Wanda","Rohl",0,"D",112301,294090,FALSE
2012,"IL","17","H0IL17059","Bobby","Schilling",1,"R",134623,288161,FALSE
2012,"IL","17","H2IL17071","Cheri","Bustos",0,"D",153519,288161,FALSE
2012,"IL","18","H4IL18091","Steve","Waterworth",0,"D",85164,329631,FALSE
2012,"IL","18","H8IL18043","Aaron","Schock",1,"R",244467,329631,FALSE
2012,"IN","01","H2IN01123","Joel","Phelps",0,"R",91291,279034,FALSE
2012,"IN","01","H4IN01012","Peter J.","Visclosky",1,"D",187743,279034,FALSE
2012,"IN","02","H0IN02190","Jackie","Walorski",0,"R",134033,273475,FALSE
2012,"IN","02","H2IN02204","Brendan","Mullen",0,"D",130113,273475,FALSE
2012,"IN","03","H0IN03198","Marlin A.","Stutzman",1,"R",187872,280235,FALSE
2012,"IN","03","H6IN00027","Kevin R.","Boyd",0,"D",92363,280235,FALSE
2012,"IN","04","H0IN04170","Todd","Rokita",1,"R",168688,272268,FALSE
2012,"IN","04","H2IN04135","Tara E.","Nelson",0,"D",93015,272268,FALSE
2012,"IN","05","H2IN05082","Susan","Brooks",0,"R",194570,333359,FALSE
2012,"IN","05","H2IN05090","Scott","Reske",0,"D",125347,333359,FALSE
2012,"IN","06","H0IN02125","Luke","Messer",0,"R",162613,275253,FALSE
2012,"IN","06","H2IN06213","Bradley T.","Bookout",0,"D",96678,275253,FALSE
2012,"IN","07","H0IN07157","Carlos A.","May",0,"R",95828,257950,FALSE
2012,"IN","07","H8IN07184","Andre D.","Carson",1,"D",162122,257950,FALSE
2012,"IN","08","H0IN08114","Larry D.","Bucshon",1,"R",151533,283992,FALSE
2012,"IN","08","H2IN08094","Dave","Crooks",0,"D",122325,283992,FALSE
2012,"IN","09","H0IN09070","Todd","Young",1,"R",165332,298180,FALSE
2012,"IN","09","H2IN09167","Shelli","Yoder",0,"D",132848,298180,FALSE
2012,"KS","01","H6KS01146","Tim","Huelskamp",1,"R",211337,211337,FALSE
2012,"KS","02","H2KS02119","Tobias","Schlingensiepen",0,"D",113735,293718,FALSE
2012,"KS","02","H8KS02090","Lynn","Jenkins",1,"R",167463,293718,FALSE
2012,"KS","03","H0KS03137","Kevin","Yoder",1,"R",201087,293762,FALSE
2012,"KS","04","H0KS04051","Mike","Pompeo",1,"R",161094,258922,FALSE
2012,"KS","04","H0KS04101","Robert Leon","Tillman",0,"D",81770,258922,FALSE
2012,"KY","01","H4KY01016","Charles Kendall","Hatchett",0,"D",87199,287155,FALSE
2012,"KY","01","H4KY01040","Edward","Whitfield",1,"R",199956,287155,FALSE
2012,"KY","02","H2KY02083","David Lynn","Williams",0,"D",89541,282267,FALSE
2012,"KY","02","H8HY02031","S. Brett","Guthrie",1,"R",181508,282267,FALSE
2012,"KY","03","H0KY03226","Brooks","Wicker",0,"R",111452,322656,FALSE
2012,"KY","03","H6KY03124","John A.","Yarmuth",1,"D",206385,322656,FALSE
2012,"KY","04","H2KY04121","Thomas","Massie",0,"R",186036,299444,FALSE
2012,"KY","04","H2KY04139","William R. ""Bill""","Adkins",0,"D",104734,299444,FALSE
2012,"KY","05","H0KY05015","Harold ""Hal""","Rogers",1,"R",195408,250855,FALSE
2012,"KY","05","H6KY05111","Kenneth S.","Stepp",0,"D",55447,250855,FALSE
2012,"KY","06","H0KY06104","Garland ""Andy""","Barr",0,"R",153222,303000,FALSE
2012,"KY","06","H4KY06072","Ben","Chandler",1,"D",141438,303000,FALSE
2012,"LA","01","H0LA01087","""Steve""","Scalise",1,"R",193496,290410,FALSE
2012,"LA","01","H2LA01075","Gary","King",0,"R",24844,290410,FALSE
2012,"LA","01","H6LA02173","M. V. ""Vinny""","Mendoza",0,"D",61703,290410,FALSE
2012,"LA","02","H2LA02099","Josue","Larose",0,"R",11345,287354,FALSE
2012,"LA","02","H2LA02107","Gary","Landrieu",0,"D",71916,287354,FALSE
2012,"LA","02","H2LA02115","Dwayne","Bailey",0,"R",38801,287354,FALSE
2012,"LA","02","H8LA02054","Cedric","Richmond",1,"D",158501,287354,FALSE
2012,"LA","03","H0LA03141","""Jeff""","Landry",1,"R",93527,311393,FALSE
2012,"LA","03","H2LA03055","""Ron""","Richard",0,"D",67070,311393,FALSE
2012,"LA","03","H2LA03063","Bryan","Barrilleaux",0,"R",7908,311393,FALSE
2012,"LA","03","H4LA07029","Charles W., Jr.","Boustany",1,"R",139123,311393,FALSE
2012,"LA","04","H8LA04225","John","Fleming",1,"R",187894,249531,FALSE
2012,"LA","05","H2LA05084","Rodney","Alexander",1,"R",202536,260216,FALSE
2012,"LA","06","H8LA00017","William ""Bill""","Cassidy",1,"R",243553,306713,FALSE
2012,"MA","01","H8MA02041","Richard E.","Neal",1,"D",261936,266133,FALSE
2012,"MA","02","H4MA03022","James P.","McGovern",1,"D",259257,263335,FALSE
2012,"MA","03","H0MA05066","Jonathan A.","Golnik",0,"R",109372,321753,FALSE
2012,"MA","03","H8MA05143","Nicola S.","Tsongas",1,"D",212119,321753,FALSE
2012,"MA","04","H0MA04127","Sean","Bielat",0,"R",129936,362245,FALSE
2012,"MA","04","H2MA04073","Joseph P., III","Kennedy",0,"D",221303,362245,FALSE
2012,"MA","05","H4MA05043","Tom","Tierney",0,"R",82944,341109,FALSE
2012,"MA","05","H6MA07101","Edward J.","Markey",1,"D",257490,341109,FALSE
2012,"MA","06","H2MA00014","Richard R.","Tisei",0,"R",176612,374807,FALSE
2012,"MA","06","H4MA06033","John F.","Tierney",1,"D",180942,374807,FALSE
2012,"MA","07","H8MA08071","Michael E.","Capuano",1,"D",210794,252836,FALSE
2012,"MA","08","H2MA08066","Joe","Selvaggi",0,"R",82242,346811,FALSE
2012,"MA","08","H2MA09072","Stephen F.","Lynch",1,"D",263999,346811,FALSE
2012,"MA","09","H0MA10082","William Richard","Keating",1,"D",212754,362405,FALSE
2012,"MA","09","H2MA09189","Christopher","Sheldon",0,"R",116531,362405,FALSE
2012,"MD","01","H2MD01147","Wendy","Rosen",0,"D",92812,337760,FALSE
2012,"MD","01","H8MD01094","Andy","Harris",1,"R",214204,337760,FALSE
2012,"MD","02","H2MD02160","C. A. Dutch","Ruppersberger",1,"D",194088,295940,FALSE
2012,"MD","02","H2MD02236","Nancy C.","Jacobs",0,"R",92071,295940,FALSE
2012,"MD","03","H2MD03143","Eric Delano","Knowles",0,"R",94549,319859,FALSE
2012,"MD","03","H6MD03292","John","Sarbanes",1,"D",213747,319859,FALSE
2012,"MD","04","H2MD04273","Faith M.","Loudon",0,"R",64560,311512,FALSE
2012,"MD","04","H6MD04183","Donna F.","Edwards",1,"D",240385,311512,FALSE
2012,"MD","05","H2MD05155","Steny H.","Hoyer",1,"D",238618,343820,FALSE
2012,"MD","05","H2MD05478","Tony","O'Donnell",0,"R",95271,343820,FALSE
2012,"MD","06","H2MD06054","Roscoe G.","Bartlett",1,"R",117313,309549,FALSE
2012,"MD","06","H2MD06195","John","Delaney",0,"D",181921,309549,FALSE
2012,"MD","07","H0MD07072","Frank C.","Mirabile",0,"R",67405,323818,FALSE
2012,"MD","07","H6MD07160","Elijah","Cummings",1,"D",247770,323818,FALSE
2012,"MD","08","H2MD08126","Chris","Van Hollen",1,"D",217531,343256,FALSE
2012,"MD","08","H2MD08159","Ken","Timmerman",0,"R",113033,343256,FALSE
2012,"ME","01","H2ME01123","Jonathan T.E.","Courtney",0,"R",128440,364803,FALSE
2012,"ME","01","H8ME01120","Chellie","Pingree",1,"D",236363,364803,FALSE
2012,"ME","02","H2ME02071","Kevin L.","Raye",0,"R",137542,328998,FALSE
2012,"ME","02","H2ME02097","Michael H.","Michaud",1,"D",191456,328998,FALSE
2012,"MI","01","H0MI01088","Dan","Benishek",1,"R",167060,347037,FALSE
2012,"MI","01","H0MI01153","Gary","McDowell",0,"D",165179,347037,FALSE
2012,"MI","02","H0MI02094","Bill","Huizenga",1,"R",194653,318267,FALSE
2012,"MI","02","H2MI02132","Willie, Jr.","German",0,"D",108973,318267,FALSE
2012,"MI","03","H0MI03126","Justin","Amash",1,"R",171675,326283,FALSE
2012,"MI","03","H2MI03148","Steve","Pestka",0,"D",144108,326283,FALSE
2012,"MI","04","H0MI10071","Dave","Camp",1,"R",197386,312949,FALSE
2012,"MI","04","H2MI04237","Debra Freidell","Wirth",0,"D",104996,312949,FALSE
2012,"MI","05","H2MI05119","Daniel T.","Kildee",0,"D",214531,330146,FALSE
2012,"MI","05","H2MI05127","Jim","Slezak",0,"R",103931,330146,FALSE
2012,"MI","06","H2MI06075","Mike","O'Brien",0,"D",136563,320475,FALSE
2012,"MI","06","H6MI04113","Fred","Upton",1,"R",174955,320475,FALSE
2012,"MI","07","H2MI07099","Kurt Richard","Haskell",0,"D",136849,318069,FALSE
2012,"MI","07","H4MI07103","Tim","Walberg",1,"R",169668,318069,FALSE
2012,"MI","08","H0MI08042","Mike","Rogers",1,"R",202217,345054,FALSE
2012,"MI","08","H0MI08091","Lance","Enderle",0,"D",128657,345054,FALSE
2012,"MI","09","H0MI12127","Don","Volaric",0,"R",114760,337316,FALSE
2012,"MI","09","H2MI17023","Sander","Levin",1,"D",208846,337316,FALSE
2012,"MI","10","H2MI10101","Chuck","Stadler",0,"D",97734,328612,FALSE
2012,"MI","10","H6MI12181","Candice S.","Miller",1,"R",226075,328612,FALSE
2012,"MI","11","H2MI11117","Syed","Taj",0,"D",158879,358139,FALSE
2012,"MI","11","H2MI11133","Kerry","Bentivolio",0,"R",181788,358139,FALSE
2012,"MI","12","H2MI12156","Cynthia","Kallgren",0,"R",92472,319223,FALSE
2012,"MI","12","H6MI16034","John D.","Dingell",1,"D",216884,319223,FALSE
2012,"MI","13","H2MI13162","Harry T.","Sawicki",0,"R",38769,284270,FALSE
2012,"MI","13","H6MI01028","John, Jr.","Conyers",1,"D",235336,284270,FALSE
2012,"MI","14","H0MI13414","John","Hauler",0,"R",51395,328792,FALSE
2012,"MI","14","H8MI09068","Gary","Peters",1,"D",270450,328792,FALSE
2012,"MN","01","H0MN01037","Allen","Quist",0,"R",142164,335880,FALSE
2012,"MN","01","H6MN01174","Tim","Walz",1,"D",193211,335880,FALSE
2012,"MN","02","H2MN02122","Mike","Obermueller",0,"D",164338,358446,FALSE
2012,"MN","02","H8MN06047","John","Kline",1,"R",193587,358446,FALSE
2012,"MN","03","H2MN03070","Brian","Barnes",0,"D",159937,382705,FALSE
2012,"MN","03","H8MN03077","Erik","Paulsen",1,"R",222335,382705,FALSE
2012,"MN","04","H0MN04049","Betty","McCollum",1,"D",216685,347991,FALSE
2012,"MN","04","H2MN04110","Tony","Hernandez",0,"R",109659,347991,FALSE
2012,"MN","05","H2MN05133","Chris","Fields",0,"R",88753,351969,FALSE
2012,"MN","05","H6MN05183","Keith","Ellison",1,"D",262102,351969,FALSE
2012,"MN","06","H2MN06198","Jim","Graves",0,"D",174944,355153,FALSE
2012,"MN","06","H6MN06074","Michele","Bachmann",1,"R",179240,355153,FALSE
2012,"MN","07","H0MN07059","Lee","Byberg",0,"R",114151,327576,FALSE
2012,"MN","07","H2MN07014","Collin C.","Peterson",1,"D",197791,327576,FALSE
2012,"MN","08","H0MN08115","Chip","Cravaack",1,"R",160520,353663,FALSE
2012,"MN","08","H2MN08111","Richard","Nolan",0,"D",191976,353663,FALSE
2012,"MO","01","H0MO01066","Lacy","Clay",1,"D",267927,340583,FALSE
2012,"MO","01","H0MO01132","Robyn","Hamlin",0,"R",60832,340583,FALSE
2012,"MO","02","H2MO02102","Ann","Wagner",0,"R",236971,394448,FALSE
2012,"MO","02","H2MO02128","Glenn","Koenen",0,"D",146272,394448,FALSE
2012,"MO","03","H2MO03134","Eric C.","Mayer",0,"D",111189,338385,FALSE
2012,"MO","03","H8MO09153","Blaine","Luetkemeyer",1,"R",214843,338385,FALSE
2012,"MO","04","H0MO04086","Vicky","Hartzler",1,"R",192237,318723,FALSE
2012,"MO","04","H2MO04082","Teresa","Hensley",0,"D",113120,318723,FALSE
2012,"MO","05","H4MO05234","Emanuel, II","Cleaver",1,"D",200290,330942,FALSE
2012,"MO","05","H6MO05189","Jacob","Turk",0,"R",122149,330942,FALSE
2012,"MO","06","H0MO06073","Sam","Graves",1,"R",216906,333688,FALSE
2012,"MO","06","H0MO06172","Kyle","Yarber",0,"D",108503,333688,FALSE
2012,"MO","07","H0MO07113","Billy","Long",1,"R",203565,318740,FALSE
2012,"MO","07","H2MO07093","Jim","Evans",0,"D",98498,318740,FALSE
2012,"MO","08","H2MO08075","Jack","Rushin",0,"D",73755,300391,FALSE
2012,"MO","08","H6MO08084","Jo Ann","Emerson",1,"R",216083,300391,FALSE
2012,"MS","01","H0MS01043","Alan","Nunnelee",1,"R",186760,309177,FALSE
2012,"MS","01","H2MS01098","Brad","Morris",0,"D",114076,309177,FALSE
2012,"MS","02","H0MS02066","Bill","Marcy",0,"R",99160,320244,FALSE
2012,"MS","02","H4MS02068","Bennie G.","Thompson",1,"D",214978,320244,FALSE
2012,"MS","03","H8MS03067","Gregg","Harper",1,"R",234717,293322,FALSE
2012,"MS","04","H0MS04120","Steven M.","Palazzo",1,"R",182998,285432,FALSE
2012,"MS","04","H2MS04225","Matt","Moore",0,"D",82344,285432,FALSE
2012,"MT","01","H2MT00047","Kim","Gillan",0,"D",204939,479740,FALSE
2012,"MT","01","H2MT01060","Steve","Daines",0,"R",255468,479740,FALSE
2012,"NC","01","H2NC01198","Pete","DiLauro",0,"R",77288,338066,FALSE
2012,"NC","01","H4NC01046","G. K .","Butterfield",1,"D",254644,338066,FALSE
2012,"NC","02","H0NC02059","Renee","Ellmers",1,"R",174066,311397,FALSE
2012,"NC","02","H2NC02170","Steve","Wilkins",0,"D",128973,311397,FALSE
2012,"NC","03","H2NC01081","Walter B.","Jones",1,"R",195571,309885,FALSE
2012,"NC","03","H2NC03087","Erik","Anderson",0,"D",114314,309885,FALSE
2012,"NC","04","H0NC08163","Tim","D'Annunzio",0,"R",88951,348485,FALSE
2012,"NC","04","H6NC04037","David","Price",1,"D",259534,348485,FALSE
2012,"NC","05","H2NC05132","Elisabeth","Motsinger",0,"D",148252,349197,FALSE
2012,"NC","05","H4NC05146","Virginia","Foxx",1,"R",200945,349197,FALSE
2012,"NC","06","H2NC06072","Tony","Foriest",0,"D",142467,364583,FALSE
2012,"NC","06","H4NC06011","Howard","Coble",1,"R",222116,364583,FALSE
2012,"NC","07","H2NC07096","David","Rouzer",0,"R",168041,336736,FALSE
2012,"NC","07","H8NC07044","Mike","McIntyre",1,"D",168695,336736,FALSE
2012,"NC","08","H2NC08185","Richard","Hudson",0,"R",160695,302280,FALSE
2012,"NC","08","H6NC08111","Larry","Kissell",1,"D",137139,302280,FALSE
2012,"NC","09","H2NC09076","Jennifer","Roberts",0,"D",171503,375690,FALSE
2012,"NC","09","H2NC09134","Robert","Pittenger",0,"R",194537,375690,FALSE
2012,"NC","10","H4NC10047","Patrick","McHenry",1,"R",190826,334849,FALSE
2012,"NC","10","H4NC11052","Patsy","Keever",0,"D",144023,334849,FALSE
2012,"NC","11","H2NC11080","Mark","Meadows",0,"R",190319,331426,FALSE
2012,"NC","11","H2NC11114","Hayden","Rogers",0,"D",141107,331426,FALSE
2012,"NC","12","H2NC12021","Mel","Watt",1,"D",247591,310908,FALSE
2012,"NC","12","H2NC12179","Jack","Brosch",0,"R",63317,310908,FALSE
2012,"NC","12","n/a",NA,NA,0,"R",310908,310908,FALSE
2012,"NC","13","H2NC13110","George","Holding",0,"R",210495,370610,FALSE
2012,"NC","13","H2NC13144","Charles","Malone",0,"D",160115,370610,FALSE
2012,"ND","01","H0ND01026","Kevin","Cramer",0,"R",173433,316071,FALSE
2012,"ND","01","H2ND00115","Pam","Gulleson",0,"D",131869,316071,FALSE
2012,"NE","01","H2NE01076","Korey L.","Reiman",0,"D",81206,256095,FALSE
2012,"NE","01","H4NE01064","Jeff","Fortenberry",1,"R",174889,256095,FALSE
2012,"NE","02","H2NE02058","John W., Jr.","Ewing",0,"D",129767,263731,FALSE
2012,"NE","02","H8NE02129","Lee","Terry",1,"R",133964,263731,FALSE
2012,"NE","03","H2NE03023","Mark","Sullivan",0,"D",65266,252689,FALSE
2012,"NE","03","H6NE03115","Adrian","Smith",1,"R",187423,252689,FALSE
2012,"NH","01","H0NH01217","Frank C.","Guinta",1,"R",158659,345022,FALSE
2012,"NH","01","H6NH01230","Carol","Shea-Porter",0,"D",171650,345022,FALSE
2012,"NH","02","H0NH02017","Charles","Bass",1,"R",152977,337394,FALSE
2012,"NH","02","H0NH02181","Ann McLane","Kuster",0,"D",169275,337394,FALSE
2012,"NJ","01","H0NJ01066","Robert E.","Andrews",1,"D",210470,308519,FALSE
2012,"NJ","01","H2NJ01104","Gregory W.","Horton",0,"R",92459,308519,FALSE
2012,"NJ","02","H2NJ02037","Frank A.","LoBiondo",1,"R",166679,289072,FALSE
2012,"NJ","02","H2NJ02144","Cassandra","Shober",0,"D",116463,289072,FALSE
2012,"NJ","03","H0NJ03153","Jon","Runyan",1,"R",174257,324406,FALSE
2012,"NJ","03","H2NJ03183","Shelley","Adler",0,"D",145509,324406,FALSE
2012,"NJ","04","H2NJ04165","Christopher H.","Smith",1,"R",195146,306249,FALSE
2012,"NJ","04","H8NJ04014","Brian P.","Froelich",0,"D",107992,306249,FALSE
2012,"NJ","05","H2NJ05287","Adam","Gussen",0,"D",130102,304377,FALSE
2012,"NJ","05","H8NJ05052","Scott","Garrett",1,"R",167503,304377,FALSE
2012,"NJ","06","H0NJ06164","Anna","Little",0,"R",84360,239638,FALSE
2012,"NJ","06","H8NJ03073","Frank, Jr.","Pallone",1,"D",151782,239638,FALSE
2012,"NJ","07","H6NJ06187","Upendra J.","Chivukula",0,"D",123090,307395,FALSE
2012,"NJ","07","H6NJ12136","Leonard","Lance",1,"R",175704,307395,FALSE
2012,"NJ","08","H2NJ08208","Maria","Karczewski",0,"R",31767,167800,FALSE
2012,"NJ","08","H6NJ13191","Albio","Sires",1,"D",130857,167800,FALSE
2012,"NJ","09","H2NJ09107","Shmuley","Boteach",0,"R",55094,220148,FALSE
2012,"NJ","09","H6NJ08118","Bill, Jr.","Pascrell",1,"D",162834,220148,FALSE
2012,"NJ","10","H2NJ10154","Donald M., Jr.","Payne",0,"D",201435,230060,FALSE
2012,"NJ","10","H2NJ10188","Brian C.","Kelemen",0,"R",24271,230060,FALSE
2012,"NJ","11","H2NJ05014","Rodney P.","Frelinghuysen",1,"R",182239,309899,FALSE
2012,"NJ","11","H2NJ11111","John","Arvanites",0,"D",123935,309899,FALSE
2012,"NJ","12","H2NJ12119","Eric A.","Beck",0,"R",80907,274391,FALSE
2012,"NJ","12","H6NJ12144","Rush","Holt",1,"D",189938,274391,FALSE
2012,"NM","01","H2NM01128","Janice E.","Arnold-Jones",0,"R",112473,275856,FALSE
2012,"NM","01","H8NM01257","Michelle","Lujan Grisham",0,"D",162924,275856,FALSE
2012,"NM","02","H2NM02126","Steve","Pearce",1,"R",113180,205515,FALSE
2012,"NM","02","H2NM02175","Evelyn Madrid","Erhard",0,"D",92162,205515,FALSE
2012,"NM","03","H2NM03157","Jefferson L.","Byrd",0,"R",97616,264719,FALSE
2012,"NM","03","H8NM03196","Ben R.","Lujan",1,"D",167103,264719,FALSE
2012,"NV","01","H2NV01207","Chris","Edwards",0,"R",56521,179278,FALSE
2012,"NV","01","H8NV03036","Dina","Titus",0,"D",113967,179278,FALSE
2012,"NV","02","H2NV02395","Mark E.","Amodei",1,"R",162213,281449,FALSE
2012,"NV","02","H2NV02478","Samuel","Koepnick",0,"D",102019,281449,FALSE
2012,"NV","03","H0NV03058","Joe","Heck",1,"R",137244,272523,FALSE
2012,"NV","03","H2NV00035","John","Oceguera",0,"D",116823,272523,FALSE
2012,"NV","04","H2NV04011","Steven A.","Horsford",0,"D",120501,240492,FALSE
2012,"NV","04","H2NV04045","Danny","Tarkanian",0,"R",101261,240492,FALSE
2012,"NY","01","H0NY01129","Randy","Altschuler",0,"R",132304,278659,FALSE
2012,"NY","01","H2NY01067","Timothy H.","Bishop",1,"D",146179,278659,FALSE
2012,"NY","02","H2NY02081","Vivianne C.","Falcone",0,"D",100545,242943,FALSE
2012,"NY","02","H2NY03089","Peter T.","King",1,"R",142309,242943,FALSE
2012,"NY","03","H0NY02085","Steve J.","Israel",1,"D",157880,273171,FALSE
2012,"NY","03","H0NY02176","Stephen A.","Labate",0,"R",113203,273171,FALSE
2012,"NY","04","H0NY04099","Francis X., Jr.","Becker",0,"R",85693,265300,FALSE
2012,"NY","04","H6NY04112","Carolyn","McCarthy",1,"D",163955,265300,FALSE
2012,"NY","05","H2NY05084","Allan W., Jr.","Jennings",0,"R",17875,187141,FALSE
2012,"NY","05","H8NY06048","Gregory W.","Meeks",1,"D",167836,187141,FALSE
2012,"NY","06","H2NY06116","Grace","Meng",0,"D",111501,164374,FALSE
2012,"NY","06","H2NY06157","Daniel J.","Halloran",0,"R",50846,164374,FALSE
2012,"NY","07","H2NY00010","Nydia M.","Velazquez",1,"D",143930,152111,FALSE
2012,"NY","08","H2NY08120","Alan S.","Bellone",0,"R",17650,204207,FALSE
2012,"NY","08","H2NY10092","Hakeem S.","Jeffries",0,"D",184039,204207,FALSE
2012,"NY","09","H2NY09110","Daniel J.","Cavanagh",0,"R",24164,213431,FALSE
2012,"NY","09","H4NY11138","Yvette D.","Clarke",1,"D",186141,213431,FALSE
2012,"NY","10","H2NY10100","Michael W.","Chan",0,"R",39413,205349,FALSE
2012,"NY","10","H2NY17071","Jerrold L.","Nadler",1,"D",165743,205349,FALSE
2012,"NY","11","H0NY13074","Michael G.","Grimm",1,"R",103118,197635,FALSE
2012,"NY","11","H2NY13088","Mark S.","Murphy",0,"D",92430,197635,FALSE
2012,"NY","12","H2NY12155","Christopher R.","Wight",0,"R",46841,241426,FALSE
2012,"NY","12","H2NY14037","Carolyn B.","Maloney",1,"D",194370,241426,FALSE
2012,"NY","13","H6NY19029","Charles B.","Rangel",1,"D",175016,192913,FALSE
2012,"NY","13","H8NY15122","Craig","Schley",0,"R",12147,192913,FALSE
2012,"NY","14","H8NY03052","Willam F., Jr.","Gibbons",0,"R",21755,145190,FALSE
2012,"NY","14","H8NY07046","Joseph","Crowley",1,"D",120761,145190,FALSE
2012,"NY","15","H0NY16119","Frank L.","Della Valle",0,"R",4427,157115,FALSE
2012,"NY","15","H0NY18065","Jose E.","Serrano",1,"D",152661,157115,FALSE
2012,"NY","16","H2NY16057","Joseph","McLaughlin",0,"R",53935,236553,FALSE
2012,"NY","16","H8NY19058","Eliot L.","Engel",1,"D",179562,236553,FALSE
2012,"NY","17","H2NY17139","Joe","Carvin",0,"R",91899,266205,FALSE
2012,"NY","17","H8NY20056","Nita M.","Lowey",1,"D",171417,266205,FALSE
2012,"NY","18","H0NY19139","Nan","Hayworth",1,"R",133049,277063,FALSE
2012,"NY","18","H2NY22139","Sean Patrick","Maloney",0,"D",143845,277063,FALSE
2012,"NY","19","H0NY20095","Christopher P.","Gibson",1,"R",150245,284679,FALSE
2012,"NY","19","H2NY00051","Julian","Schreibman",0,"D",134295,284679,FALSE
2012,"NY","20","H2NY21099","Robert J.","Dieterich",0,"R",93778,297314,FALSE
