year,STATE,DISTRICT,FEC_ID,FIRST_NAME,LAST_NAME,INCUMBENT_IND,PARTY
2022,NY,14,H2NY14128,Tina,Forte,0,R
2022,NY,15,H0NY15160,Ritchie,Torres,1,D
2022,NY,15,H6NY16140,Stylo,Sapaskis,0,R
2022,NY,16,H0NY16143,Jamaal,Bowman,1,D
2022,NY,16,H2NY16115,Miriam,Levitt Flisser,0,R
2022,NY,17,H2NY14037,Sean,Maloney,1,D
2022,NY,17,H2NY17162,Michael,Lawler,0,R
2022,NY,18,H8NY19223,Pat,Ryan,1,D
2022,NY,18,H2NY18087,Colin,Schmitt,0,R
2022,NY,19,H8NY22177,Josh,Riley,0,D
2022,NY,19,H2NY19127,Marcus,Molinaro,0,R
2022,NY,20,H8NY21203,Paul,Tonko,1,D
2022,NY,20,H0NY20111,Elizabeth,Joy,0,R
2022,NY,21,H4NY21079,Elise,Stefanik,1,R
2022,NY,21,H2NY21164,Matt,Castelli,0,D
2022,NY,22,H0NY24063,Francis,Conole,0,D
2022,NY,22,H2NY13120,Brandon,Williams,0,R
2022,NY,23,H8NY23175,Max,Della Pia,0,D
2022,NY,23,H2NY23228,Nicholas,Langworthy,0,R
2022,NY,24,H4NY22051,Claudia,Tenney,1,R
2022,NY,24,H2NY24127,Steven,Holden,0,D
2022,NY,25,H8NY25105,Joseph,Morelle,1,D
2022,NY,25,H2NY25082,La'Ron,Singletary,0,R
2022,NY,26,H4NY27076,Brian,Higgins,1,D
2022,NY,26,H2NY26189,Steven,Sams,0,R
2022,NC,1,H2NC02287,Donald,Davis,0,D
2022,NC,1,H2NC02238,Sandy,Smith,0,R
2022,NC,2,H0NC02125,Deborah,Ross,1,D
2022,NC,2,H2NC08235,Christine,Villaverde,0,R
2022,NC,3,H2NC02295,Gregory,Murphy,1,R
2022,NC,3,H2NC03095,Barbara,Gaskins,0,D
2022,NC,4,H2NC06114,Valerie,Foushee,0,D
2022,NC,4,H2NC13185,Courtney,Geels,0,R
2022,NC,5,H4NC05146,Virginia,Foxx,1,R
2022,NC,5,H2NC07203,Kyle,Parrish,0,D
2022,NC,6,H8NC13067,Kathy,Manning,1,D
2022,NC,6,H2NC07161,Christian,Castelli,0,R
2022,NC,7,H2NC07096,David,Rouzer,1,R
2022,NC,7,H2NC09183,Charles,Graham,0,D
2022,NC,8,H0NC09187,Dan,Bishop,1,R
2022,NC,8,H8NC08109,Scott,Huffman,0,D
2022,NC,9,H2NC08185,Richard,Hudson,1,R
2022,NC,9,H2NC04150,Ben,Clark,0,D
2022,NC,10,H4NC10047,Patrick,McHenry,1,R
2022,NC,10,H2NC13235,Pamela,Genant,0,D
2022,NC,11,H2NC11155,Jasmine,Beach-Ferrara,0,D
2022,NC,11,H2NC14050,Chuck,Edwards,0,R
2022,NC,12,H4NC12100,Alma,Adams,1,D
2022,NC,12,H2NC12229,Tyler,Lee,0,R
2022,NC,13,H2NC14019,Wiley,Nickel,0,D
2022,NC,13,H2NC05157,Bo,Hines,0,R
2022,NC,14,H2NC14076,Jeff,Jackson,0,D
2022,NC,14,H2NC13243,Pat,Harrigan,0,R
2022,ND,1,H8ND00096,Kelly,Armstrong,1,R
2022,OH,1,H8OH01043,Steve,Chabot,1,R
2022,OH,1,H2OH01194,Greg,Landsman,0,D
2022,OH,2,H2OH02085,Brad,Wenstrup,1,R
2022,OH,2,H2OH02127,Samantha,Meadows,0,D
2022,OH,3,H2OH03125,Joyce,Beatty,1,D
2022,OH,3,H2OH03190,Lee,Stahley,0,R
2022,OH,4,H6OH04082,Jim,Jordan,1,R
2022,OH,4,H2OH04156,Tamie,Wilson,0,D
2022,OH,5,H8OH05036,Bob,Latta,1,R
2022,OH,5,H2OH05062,Craig,Swartz,0,D
2022,OH,6,H0OH06189,Bill,Johnson,1,R
2022,OH,6,H8OH13154,Lou,Lyras,0,D
2022,OH,7,H2OH16044,Matthew,Diemer,0,D
2022,OH,7,H2OH16051,Max,Miller,0,R
2022,OH,8,H6OH08315,Warren,Davidson,1,R
2022,OH,8,H8OH08097,Vanessa,Enoch,0,D
2022,OH,9,H2OH09031,Marcy,Kaptur,1,D
2022,OH,9,H2OH09155,J.R.,Majewski,0,R
2022,OH,10,H2OH03067,Michael,Turner,1,R
2022,OH,10,H8OH03098,David,Esrati,0,D
2022,OH,11,H2OH11169,Shontel,Brown,1,D
2022,OH,11,H2OH11326,Eric,Brewer,0,R
2022,OH,12,H8OH12180,Troy,Balderson,1,R
2022,OH,12,H2OH12134,Amy,Rippel-Elton,0,D
2022,OH,13,H2OH13264,Emilia,Sykes,0,D
2022,OH,13,H2OH09163,Madison,Gesiotto Gilbert,0,R
2022,OH,14,H2OH14064,David,Joyce,1,R
2022,OH,14,H2OH13223,Matt,Kilboy,0,D
2022,OH,15,H2OH15228,Mike,Carey,1,R
2022,OH,15,H2OH15277,Gary,Josephson,0,D
2022,OK,1,H8OK01157,Kevin,Hern,1,R
2022,OK,1,H2OK01176,Adam,Martin,0,D
2022,OK,2,H2OK02307,Naomi,Andrews,0,D
2022,OK,2,H2OK02315,Josh,Brecheen,0,R
2022,OK,3,H4OK06056,Frank,Lucas,1,R
2022,OK,3,H2OK03149,Jeremiah,Ross,0,D
2022,OK,4,H2OK04055,Tom,Cole,1,R
2022,OK,4,H8OK04094,Mary,Brannon,0,D
2022,OK,5,H0OK05205,Stephanie,Bice,1,R
2022,OK,5,H2OK05169,Joshua,Harris-Till,0,D
2022,OR,1,H2OR01133,Suzanne,Bonamici,1,D
2022,OR,1,H2OR01273,Chris,Mann,0,R
2022,OR,2,H0OR02127,Cliff,Bentz,1,R
2022,OR,2,H2OR02156,Joseph,Yetter,0,D
2022,OR,3,H6OR03064,Earl,Blumenauer,1,D
2022,OR,3,H0OR03174,Joanna,Harbour,0,R
2022,OR,4,H2OR04095,Val,Hoyle,0,D
2022,OR,4,H0OR04107,Alek,Skarlatos,0,R
2022,OR,5,H8OR02161,Jamie,McLeod-Skinner,0,D
2022,OR,5,H2OR05209,Lori,Chavez-DeRemer,0,R
2022,OR,6,H2OR06066,Andrea,Salinas,0,D
2022,OR,6,H2OR06124,Mike,Erickson,0,R
2022,PA,1,H6PA08277,Brian,Fitzpatrick,1,R
2022,PA,1,H2PA01099,Ashley,Ehasz,0,D
2022,PA,2,H4PA13199,Brendan,Boyle,1,D
2022,PA,2,NA,Aaron,Bashir,0,R
2022,PA,3,H6PA02171,Dwight,Evans,1,D
2022,PA,4,H8PA04116,Madeleine,Dean,1,D
2022,PA,4,H2PA04226,Christian,Nascimento,0,R
2022,PA,5,H8PA07200,Mary,Gay Scanlon,1,D
2022,PA,5,H2PA05074,David,Galluch,0,R
2022,PA,6,H8PA06087,Chrissy,Houlahan,1,D
2022,PA,6,H2PA06197,Guy,Ciarrocchi,0,R
2022,PA,7,H8PA15229,Susan,Wild,1,D
2022,PA,7,H0PA07132,Lisa,Scheller,0,R
2022,PA,8,H2PA17079,Matt,Cartwright,1,D
2022,PA,8,H0PA08221,Jim,Bognet,0,R
2022,PA,9,H8PA10147,Dan,Meuser,1,R
2022,PA,9,H2PA09126,Amanda,Waldman,0,D
2022,PA,10,H2PA04135,Scott,Perry,1,R
2022,PA,10,H0PA08197,Shamaine,Daniels,0,D
2022,PA,11,H6PA16320,Lloyd,Smucker,1,R
2022,PA,11,H2PA11114,Bob,Hollister,0,D
2022,PA,12,H2PA18200,Summer,Lee,0,D
2022,PA,12,H2PA12070,Michael,Doyle,0,R
2022,PA,13,H8PA13125,John,Joyce,1,R
2022,PA,14,H8PA18199,Guy,Reschenthaler,1,R
2022,PA,15,H8PA05071,Glenn,Thompson,1,R
2022,PA,15,H2PA15131,Michael,Molesevich,0,D
2022,PA,16,H0PA03271,Mike,Kelly,1,R
2022,PA,16,H2PA16097,Dan,Pastore,0,D
2022,PA,17,H2PA17103,Christopher,Deluzio,0,D
2022,PA,17,H2PA17160,Jeremy,Shaffer,0,R
2022,RI,1,H0RI01073,David,Cicilline,1,D
2022,RI,1,H2RI01202,Allen,Waters,0,R
2022,RI,2,H2RI02184,Seth,Magaziner,0,D
2022,RI,2,H2RI02226,Allan,Fung,0,R
2022,SC,1,H0SC01394,Nancy,Mace,1,R
2022,SC,1,H2SC01127,Annie,Andrews,0,D
2022,SC,2,H2SC02059,Joe,Wilson,1,R
2022,SC,2,H2SC02182,Judd,Larkins,0,D
2022,SC,3,H0SC03077,Jeff,Duncan,1,R
2022,SC,4,H8SC04250,William,Timmons,1,R
2022,SC,5,H8SC05158,Ralph,Norman,1,R
2022,SC,5,H2SC05120,Evangeline,Hundley,0,D
2022,SC,6,H2SC02042,James,Clyburn,1,D
2022,SC,6,H2SC06142,Duke,Buckner,0,R
2022,SC,7,S4SC00240,Daryl,Scott,0,D
2022,SC,7,H2SC07280,Russell,Fry,0,R
2022,SD,1,H8SD01055,Dusty,Johnson,1,R
2022,TN,1,H0TN01118,Diana,Harshbarger,1,R
2022,TN,1,H2TN01106,Cameron,Parsons,0,D
2022,TN,2,H8TN02119,Tim,Burchett,1,R
2022,TN,2,H2TN02120,Mark,Harmon,0,D
2022,TN,3,H0TN03254,Charles,Fleischmann,1,R
2022,TN,3,H2TN03219,Meg,Gorman,0,D
2022,TN,4,H0TN04195,Scott,DesJarlais,1,R
2022,TN,4,H8TN04123,Wayne,Steele,0,D
2022,TN,5,H2TN05438,Heidi,Campbell,0,D
2022,TN,5,H2TN05446,Andy,Ogles,0,R
2022,TN,6,H8TN06094,John,Rose,1,R
2022,TN,6,H2TN05131,Randal,Cooper,0,D
2022,TN,7,H8TN07076,Mark,Green,1,R
2022,TN,7,H2TN05305,Odessa,Kelly,0,D
2022,TN,8,H2TN07103,David,Kustoff,1,R
2022,TN,8,H2TN08184,Lynnette,Williams,0,D
2022,TN,9,H6TN09068,Steve,Cohen,1,D
2022,TN,9,H0TN09061,Charlotte,Bergmann,0,R
2022,TX,1,H2TX01146,Jrmar,Jefferson,0,D
2022,TX,1,H2TX01112,Nathaniel,Moran,0,R
2022,TX,2,H8TX02166,Daniel,Crenshaw,1,R
2022,TX,2,H2TX02383,Robin,Fulford,0,D
2022,TX,3,H2TX03274,Sandeep,Srivastava,0,D
2022,TX,3,H2TX03290,Keith,Self,0,R
2022,TX,4,H0TX04219,Pat,Fallon,1,R
2022,TX,4,H2TX04124,Iro,Omere,0,D
2022,TX,5,H8TX05144,Lance,Gooden,1,R
2022,TX,5,H2TX05246,Tartisha,Hill,0,D
2022,TX,6,H8TX06266,Jake,Ellzey,1,R
2022,TX,7,H8TX07140,Lizzie,Pannill Fletcher,1,D
2022,TX,7,H0TX09176,Johnny,Teague,0,R
2022,TX,8,H0TX08145,Laura,Jones,0,D
2022,TX,8,H2TX08182,Morgan,Luttrell,0,R
2022,TX,9,H4TX09095,Al,Green,1,D
2022,TX,9,H2TX09156,Jimmy,Leon,0,R
2022,TX,10,H4TX10093,Michael,McCaul,1,R
2022,TX,10,H2TX21201,Linda,Nuno,0,D
2022,TX,11,H0TX11230,August,Pfluger,1,R
2022,TX,12,H6TX12060,Kay,Granger,1,R
2022,TX,12,H2TX12085,Trey,Hunt,0,D
2022,TX,13,H0TX13228,Ronny,Jackson,1,R
2022,TX,13,H2TX13117,Kathleen,Brown,0,D
2022,TX,14,H2TX14149,Randy,Weber,1,R
2022,TX,14,H2TX03308,Mikal,Williams,0,D
2022,TX,15,H2TX15203,Michelle,Vallejo,0,D
2022,TX,15,H0TX15124,Monica,De La Cruz,0,R
2022,TX,16,H8TX16109,Veronica,Escobar,1,D
2022,TX,16,H0TX16106,Irene,Armendariz-Jackson,0,R
2022,TX,17,H2TX03126,Peter,Sessions,1,R
2022,TX,17,H2TX17118,Mary Jo,Woods,0,D
2022,TX,18,H4TX18054,Sheila,Jackson Lee,1,D
2022,TX,18,H2TX18207,Carmen,Maria Montiel,0,R
2022,TX,19,H6TX19099,Jodey,Arrington,1,R
2022,TX,20,H2TX35011,Joaquin,Castro,1,D
2022,TX,20,H2TX20096,Kyle,Sinclair,0,R
2022,TX,21,H8TX21307,Chip,Roy,1,R
2022,TX,21,H2TX35128,Claudia,Zapata,0,D
2022,TX,22,H0TX22302,Troy,Nehls,1,R
2022,TX,22,H2TX22183,Jamie,Jordan,0,D
2022,TX,23,H0TX35015,Tony,Gonzales,1,R
2022,TX,23,H2TX23132,John,Lira,0,D
2022,TX,24,H0TX24209,Beth,Van Duyne,1,R
2022,TX,24,H6TX24149,Jan,McDowell,0,D
2022,TX,25,H2TX03308,Roger,Williams,1,R
2022,TX,26,H2TX26093,Michael,Burgess,1,R
2022,TX,27,H8TX27049,Michael,Cloud,1,R
2022,TX,27,H2TX27299,Maclovio,Perez Jr.,0,D
2022,TX,28,H2TX23082,Henry,Cuellar,1,D
2022,TX,28,H2TX28149,Cassy,Garcia,0,R
2022,TX,29,H2TX28149,Sylvia,Garcia,1,D
2022,TX,29,H6TX29080,Robert,Schafanek,0,R
2022,TX,30,H2TX30178,Jasmine,Crockett,0,D
2022,TX,30,H2TX30236,James,Rodgers,0,R
2022,TX,31,H2TX31044,John,Carter,1,R
2022,TX,32,H8TX32098,Colin,Allred,1,D
2022,TX,32,H2TX32166,Antonio,Swad,0,R
2022,TX,33,H2TX33073,Marc,Veasey,1,D
2022,TX,33,H2TX33248,Patrick,Gillespie,0,R
2022,TX,34,H6TX15162,Vicente,Gonzalez Jr.,1,D
2022,TX,34,H2TX34113,Mayra,Flores,1,R
2022,TX,35,H2TX35144,Greg,Casar,0,D
2022,TX,35,H0TX20124,Dan,McQueen,0,R
2022,TX,36,H6TX02079,Brian,Babin,1,R
2022,TX,36,H2TX36142,Jon,Haire,0,D
2022,TX,37,H4TX10028,Lloyd,Doggett,1,D
2022,TX,37,H0TX35064,Jenny,Garcia Sharon,0,R
2022,TX,38,H2TX38056,Duncan,Klussmann,0,D
2022,TX,38,H2TX12085,Wesley,Hunt,0,R
2022,UT,1,H0UT01205,Blake,Moore,1,R
2022,UT,1,H2UT01300,Rick,Jones,0,D
2022,UT,2,H2UT02324,Chris,Stewart,1,R
2022,UT,2,H2UT02464,Nicholas,Mitchell,0,D
2022,UT,3,H8UT03238,John,Curtis,1,R
2022,UT,3,H2UT03306,Glenn,Wright,0,D
2022,UT,4,H0UT04076,Burgess,Owens,1,R
2022,UT,4,H8UT04046,Darlene,McDonald,0,D
2022,VT,1,H2VT01076,Becca,Balint,0,D
2022,VT,1,H2VT01100,Liam,Madden,0,R
2022,VA,1,H8VA01147,Robert,Wittman,1,R
2022,VA,1,H2VA01124,Herb,Jones,0,D
2022,VA,2,H8VA02111,Elaine,Luria,1,D
2022,VA,2,H2VA02064,Jennifer,Kiggans,0,R
2022,VA,3,H6VA01117,Robert,Scott,1,R
2022,VA,3,H2VA03070,Terry,Namkung,0,D
2022,VA,4,H6VA04061,Ashton,Donald McEachin,1,D
2022,VA,4,H0VA04064,Leon,Benjamin Sr.,0,R
2022,VA,5,H0VA05160,Bob,Good,1,R
2022,VA,5,H2VA05091,Joshua,Throneburg,0,D
2022,VA,6,H8VA06104,Benjamin,Lee Cline,1,R
2022,VA,6,H8VA06138,Jennifer,Lewis,0,D
2022,VA,7,H8VA07094,Abigail,Spanberger,1,D
2022,VA,7,H2VA07261,Yesli,Vega,0,R
2022,VA,8,H4VA08224,Donald,Sternoff Beyer Jr.,1,D
2022,VA,8,H2VA08152,Karina,Lipsman,0,R
2022,VA,9,H0VA09055,H. Morgan,Griffith,1,R
2022,VA,9,H2VA09085,Taysha,DeVaughan,0,D
2022,VA,10,H8VA10106,Jennifer,Wexton,1,D
2022,VA,10,H2VA10240,Hung,Cao,0,R
2022,VA,11,H8VA11062,Gerald,Edward Connolly,1,D
2022,VA,11,H2VA11255,James,Myles,0,R
2022,WA,1,H0WA08046,Suzan,DelBene,1,D
2022,WA,1,H2WA01252,Vincent,Cavaleri,0,R
2022,WA,2,H0WA02080,Rick,Larsen,1,D
2022,WA,2,H2WA02177,Dan,Matthews,0,R
2022,WA,3,H2WA03217,Marie,Gluesenkamp Perez,0,D
2022,WA,3,H2WA03100,Joe,Kent,0,R
2022,WA,4,H4WA04104,Dan,Newhouse,1,R
2022,WA,4,H2WA04199,Doug,White,0,D
2022,WA,5,H4WA05077,Cathy,McMorris Rodgers,1,R
2022,WA,5,H2WA05105,Natasha,Hill,0,D
2022,WA,6,H2WA06129,Derek,Kilmer,1,D
2022,WA,6,H0WA06081,Elizabeth,Kreiselmaier,0,R
2022,WA,7,H6WA07458,Pramila,Jayapal,1,D
2022,WA,7,H2WA07127,Cliff,Moon,0,R
2022,WA,8,H8WA08189,Kim,Schrier,1,D
2022,WA,8,H2WA08182,Matt,Larkin,0,R
2022,WA,9,H6WA09025,D. Adam,Smith,1,D
2022,WA,9,H4WA09061,Douglas,Michael Basler,0,R
2022,WA,10,H0WA10034,Marilyn,Strickland,1,D
2022,WA,10,H2WA08166,Keith,Swank,0,R
2022,WV,1,H8WV03097,Carol,Miller,1,R
2022,WV,1,H0WV03144,Lacy,Watson,0,D
2022,WV,2,H4WV02080,Alexander,Mooney,1,R
2022,WV,2,H2WV02191,Barry,Wendell,0,D
2022,WI,1,H8WI01156,Bryan,Steil,1,R
2022,WI,1,H2WI01100,Ann,Roe,0,D
2022,WI,2,H2WI02124,Mark,Pocan,1,D
2022,WI,2,H2WI02181,Erik,Olsen,0,R
2022,WI,3,H2WI03122,Brad,Pfaff,0,D
2022,WI,3,H0WI03175,Derrick,Van Orden,0,R
2022,WI,4,H4WI04183,Gwen,Moore,1,D
2022,WI,4,H8WI04069,Tim,Rogers,0,R
2022,WI,5,H0WI05113,Scott,Fitzgerald,1,R
2022,WI,5,H2WI05275,Mike,Van Someren,0,D
2022,WI,6,H4WI06048,Glenn,Grothman,1,R
2022,WI,7,H0WI07101,Tom,Tiffany,1,R
2022,WI,7,H2WI07123,Richard,Ausman,0,D
2022,WI,8,H6WI08155,Mike,Gallagher,1,R
2022,WY,1,H0WY01036,Lynnette,Greybull,0,D
2022,WY,1,H2WY00166,Harriet,Hageman,0,R
