"year","District","white_prct","black_prct","asian_prct","hispanic_prct","under35_prct","b35to50_prct","b50to65_prct","over65_prct","median_age","veterans_prct","lfpr","unemployment_rate","poverty_rate","assistance_rate","college_educated_prct","owner_occupied_prct","renter_occupied_prct","family_hh_prct","nonfamily_hh_prct","ppsm","highlydense_prct","dense_prct","spread_prct","highlyspread_prct","sparse_prct"
"2010","CA-03","0.698","0.062","0.103952380952383","0.153678571428573","0.286761904761904","0.277","0.263","0.162107142857144","1","0.115797619047617","0.625","0.158249999999995","0.087","0.0479166666666657","0.287178571428573","0.663","0.337","0.697","0.303","5084","0.732","0.079","0.025","0.079","0.085"
"2010","CA-04","0.854","0.014","0.041238095238096","0.117011904761906","0.241","0.254","0.304999999999999","0.188547619047624","1","0.128345238095235","0.598","0.147535714285709","0.0829999999999984","0.0336428571428564","0.282476190476194","0.718","0.282","0.69","0.31","2193","0.315","0.231","0.115","0.223","0.116"
"2010","CA-05","0.553178571428564","0.136","0.171","0.269154761904763","0.374226190476189","0.255","0.231","0.135011904761906","1","0.0856666666666648","0.629","0.192345238095232","0.186","0.0885476190476169","0.229642857142862","0.484","0.516","0.608","0.392","1","0.913690476190477","0.056","0.011","0.008","0"
"2010","CA-06","0.820940476190472","0.022","0.048","0.208083333333335","0.262297619047618","0.269333333333331","0.299833333333331","0.169666666666672","1","0.0928809523809493","0.660309523809524","0.113249999999997","0.0807023809523786","0.0256666666666661","0.386047619047622","0.603","0.397","0.623","0.377","5605","0.634","0.157","0.069","0.105","0.035"
"2010","CA-07","0.578476190476181","0.153345238095236","0.14579761904762","0.283845238095241","0.311","0.272","0.265","0.136702380952382","1","0.090571428571427","0.654","0.155607142857136","0.13689285714285","0.0433214285714274","0.239142857142859","0.6","0.4","0.684130952380954","0.315869047619046","1","0.834","0.089","0.031","0.041","0.005"
"2010","CA-08","0.534249999999995","0.0692380952380947","0.307726190476191","0.166","0.36","0.284333333333333","0.208","0.143238095238098","38.9","0.0439285714285709","0.691071428571431","0.0986071428571389","0.104773809523808","0.0341785714285705","0.4877380952381","0.387","0.613","0.427","0.573","1","0.992","0.007","0","0.001","0"
"2010","CA-09","0.507095238095232","0.208285714285712","0.182","0.221","0.355","0.266","0.241904761904761","0.135059523809526","1","0.0559047619047606","0.643523809523811","0.140238095238089","0.157999999999996","0.0531904761904753","0.409250000000011","0.472","0.528","0.55","0.45","1","0.95","0.037","0.003","0.007","0.003"
"2010","CA-10","0.687869047619042","0.076","0.12484523809524","0.218","0.277","0.292119047619045","0.263","0.16044047619048","1","0.0882261904761892","0.659","0.116345238095233","0.0759999999999978","0.026","0.380404761904767","0.669","0.331","0.712","0.288","5407","0.698","0.171","0.063","0.046","0.022"
"2010","CA-11","0.708619047619035","0.047","0.127976190476197","0.256630952380953","0.281","0.310476190476189","0.257","0.147059523809526","1","0.0827857142857127","0.657761904761903","0.144083333333327","0.075","0.0402142857142853","0.319416666666671","0.659","0.341","0.748154761904763","0.251845238095237","4853","0.675","0.159","0.054","0.071","0.042"
"2010","CA-12","0.538726190476183","0.022","0.332880952380956","0.185","0.277","0.286166666666666","0.271976190476188","0.168523809523812","40.8","0.0583214285714275","0.681","0.0958928571428554","0.0474999999999985","0.014","0.421023809523817","0.625","0.375","0.663","0.337","1","0.917","0.057","0.022","0.003","0"
"2010","CA-13","0.408511904761902","0.0774642857142847","0.346035714285716","0.25","0.303","0.30340476190476","0.251","0.13811904761905","1","0.0613214285714268","0.672","0.126928571428564","0.0830119047619018","0.039","0.342892857142864","0.605","0.395","0.735","0.265","1","0.918","0.04","0.014","0.025","0.002"
"2010","CA-14","0.697178571428562","0.025","0.200952380952385","0.215857142857142","0.285345238095239","0.29488095238095","0.258238095238094","0.162107142857145","1","0.0694047619047602","0.671","0.095785714285709","0.05","0.016","0.550821428571432","0.596","0.404","0.667","0.333","1","0.783","0.078","0.044","0.063","0.032"
"2010","CA-15","0.511333333333326","0.026","0.342702380952385","0.216023809523808","0.302","0.324916666666665","0.237","0.13527380952381","1","0.0547023809523797","0.674","0.11369047619047","0.0701547619047602","0.0263928571428567","0.443369047619051","0.578","0.422","0.711476190476191","0.288523809523809","9542","0.932","0.035","0.011","0.013","0.009"
"2010","CA-16","0.501630952380939","0.0334523809523806","0.277583333333336","0.409428571428569","0.337","0.310047619047618","0.227","0.124666666666668","1","0.0496071428571412","0.675","0.139595238095232","0.117976190476188","0.0389880952380945","0.295047619047622","0.599","0.401","0.751857142857142","0.248142857142858","11695","0.922","0.031","0.018","0.023","0.005"
"2010","CA-17","0.891333333333307","0.023","0.054","0.49836904761905","0.369726190476188","0.261190476190476","0.241690476190475","0.128166666666669","1","0.0692976190476182","0.64","0.123892857142852","0.145440476190471","0.0322738095238089","0.24434523809524","0.496","0.504","0.69","0.31","7408","0.702","0.1","0.051","0.087","0.059"
"2010","CA-18","0.627","0.058","0.094","0.516595238095242","0.373345238095238","0.27","0.221","0.130583333333336","1","0.0656547619047609","0.6","0.238154761904752","0.272261904761898","0.0994166666666647","0.104630952380954","0.509","0.491","0.754","0.246","5440","0.72","0.142","0.036","0.042","0.061"
"2010","CA-19","0.759","0.038","0.0520595238095249","0.368726190476194","0.331488095238095","0.257","0.245","0.158857142857146","1","0.0875714285714269","0.606","0.159690476190473","0.141","0.053","0.195190476190478","0.593","0.407","0.72915476190476","0.27084523809524","4436","0.603","0.127","0.065","0.109892857142856","0.099"
"2010","CA-20","0.623","0.0645476190476182","0.053","0.688738095238097","0.416892857142856","0.28520238095238","0.196321428571429","0.101845238095239","1","0.0576071428571421","0.564","0.201892857142852","0.292","0.108","0.08","0.447","0.553","0.783","0.217","5790","0.719","0.086","0.053","0.078","0.065"
"2010","CA-21","0.721","0.024","0.065785714285715","0.507119047619049","0.359","0.266","0.225","0.13857142857143","1","0.0721904761904755","0.623","0.163380952380948","0.19","0.077","0.170678571428573","0.577","0.423","0.766","0.234","4149","0.609","0.122","0.064","0.105","0.099"
"2010","CA-22","0.744","0.063","0.044","0.312714285714289","0.333","0.267642857142856","0.25","0.141095238095241","35.5","0.104714285714284","0.599","0.13328571428571","0.133","0.0500476190476187","0.192535714285717","0.617","0.383","0.726059523809521","0.273940476190479","3809","0.575","0.151","0.061","0.075","0.138"
"2010","CA-23","0.752","0.02","0.058","0.492785714285715","0.401892857142855","0.234","0.218","0.143250000000004","1","0.074630952380951","0.651","0.112309523809522","0.124130952380949","0.0340238095238088","0.261535714285719","0.494","0.506","0.653","0.347","9800","0.795","0.097","0.05","0.044","0.014"
"2010","CA-24","0.772","0.017","0.0595595238095243","0.283964285714288","0.274","0.285166666666663","0.272","0.16201190476191","1","0.096785714285712","0.673499999999998","0.115654761904759","0.0782023809523791","0.024","0.337738095238096","0.678","0.322","0.736416666666664","0.263583333333336","5125","0.662","0.155","0.063","0.078","0.041"
"2010","CA-25","0.638","0.101","0.062","0.380190476190482","0.335916666666666","0.308071428571425","0.245","0.115142857142859","1","0.0845714285714276","0.615","0.158619047619045","0.135","0.051","0.203785714285716","0.649","0.351","0.775023809523809","0.224976190476191","4403","0.597","0.153","0.086","0.089","0.075"
"2010","CA-26","0.593","0.046","0.188857142857144","0.296428571428574","0.291","0.284166666666666","0.267","0.150178571428574","1","0.0703571428571417","0.643","0.11545238095238","0.066","0.022","0.364773809523813","0.681","0.319","0.746","0.254","1","0.847","0.112","0.019","0.018","0.005"
"2010","CA-27","0.613","0.043","0.126","0.434","0.336357142857142","0.29040476190476","0.237","0.139130952380955","1","0.0486309523809516","0.669","0.126190476190473","0.111","0.03","0.283285714285718","0.556","0.444","0.685","0.315","11879","0.948","0.04","0.007","0.002","0.002"
"2010","CA-28","0.633","0.039","0.072","0.568","0.378309523809522","0.297071428571428","0.211892857142858","0.111702380952384","1","0.0356666666666658","0.697559523809522","0.160059523809519","0.201142857142852","0.044","0.267833333333336","0.445","0.555","0.643","0.357","16866","0.96","0.038","0.001","0.001","0"
"2010","CA-29","0.575416666666666","0.048","0.274","0.253","0.299642857142856","0.281297619047618","0.246","0.171059523809527","1","0.0429523809523804","0.644","0.11663095238095","0.097","0.034","0.37494047619048","0.466","0.534","0.662","0.338","13827","0.953","0.033","0.01","0.004","0"
"2010","CA-30","0.766","0.0287619047619052","0.116","0.113","0.321","0.264440476190474","0.233","0.176452380952383","41","0.055238095238094","0.67392857142857","0.105142857142855","0.0628095238095225","0.014","0.588452380952383","0.533","0.467","0.495","0.505","13215","0.809","0.122","0.036","0.028","0.004"
"2010","CA-31","0.379","0.04","0.151","0.696011904761903","0.386","0.301845238095236","0.204","0.109416666666668","33.5","0.0239642857142852","0.675","0.157976190476187","0.317583333333321","0.056","0.173380952380956","0.25","0.75","0.652023809523806","0.347976190476194","28202","0.993","0.007","0","0","0"
"2010","CA-32","0.464976190476186","0.021","0.217309523809526","0.636","0.347511904761904","0.287321428571426","0.228","0.139273809523813","1","0.039214285714285","0.625","0.163547619047609","0.172321428571424","0.045","0.152488095238098","0.558","0.442","0.810142857142857","0.189857142857143","11759","0.966","0.031","0.001","0.001","0"
"2010","CA-33","0.363","0.256202380952379","0.13","0.376","0.367","0.291273809523807","0.212","0.131119047619049","1","0.0406309523809512","0.67","0.150083333333331","0.219749999999991","0.047","0.309178571428575","0.324392857142859","0.675607142857141","0.541607142857142","0.458392857142858","21488","0.989845238095238","0.008","0","0","0"
"2010","CA-34","0.551","0.048","0.063","0.801392857142856","0.396416666666665","0.30170238095238","0.194","0.108285714285717","1","0.0272142857142854","0.621","0.154119047619041","0.272392857142847","0.0737619047619038","0.109238095238098","0.315","0.685","0.728940476190473","0.271059523809527","1","0.986","0.008","0.004","0.001","0"
"2010","CA-35","0.353","0.299440476190474","0.061","0.534678571428573","0.384785714285711","0.288297619047618","0.208666666666669","0.118511904761907","1","0.0436071428571423","0.637","0.165976190476183","0.268809523809516","0.0834642857142835","0.163071428571431","0.401","0.599","0.695","0.305","1","0.99","0.01","0","0","0"
"2010","CA-36","0.672321428571422","0.042","0.152452380952383","0.324","0.319916666666665","0.304726190476189","0.236","0.14161904761905","1","0.0633571428571411","0.693","0.114726190476185","0.111976190476188","0.025","0.411130952380955","0.485","0.515","0.602","0.398","14543","0.985","0.014","0","0.001","0"
"2010","CA-37","0.42","0.212380952380951","0.121","0.493845238095241","0.372","0.293869047619046","0.212916666666668","0.112452380952384","1","0.0518333333333327","0.651","0.184464285714281","0.229880952380945","0.0917380952380942","0.175416666666669","0.463","0.537","0.687","0.313","17882","0.973","0.019","0.008","0","0"
"2010","CA-38","0.671488095238075","0.033","0.107666666666669","0.745","0.363761904761903","0.287345238095236","0.210428571428572","0.137642857142859","1","0.0429761904761898","0.614","0.141940476190474","0.13","0.0572857142857131","0.147857142857145","0.612","0.388","0.807","0.193","11428","0.943","0.035","0.019","0.002","0"
"2010","CA-39","0.486","0.053","0.105190476190476","0.667","0.359595238095237","0.291666666666665","0.224","0.123178571428575","1","0.0449880952380948","0.631","0.135726190476186","0.169380952380946","0.0621428571428551","0.156821428571432","0.579","0.421","0.81","0.19","13946","0.986","0.012","0.001","0.001","0"
"2010","CA-40","0.591","0.024","0.210523809523811","0.354","0.323","0.288273809523807","0.230250000000001","0.150761904761906","1","0.0628333333333324","0.653","0.118035714285709","0.117797619047618","0.028","0.290904761904766","0.578","0.422","0.755","0.245","10400","0.957","0.035","0.001","0.006","0"
"2010","CA-41","0.718","0.066","0.048","0.321690476190483","0.322","0.249","0.248","0.174011904761906","36.2","0.106690476190475","0.578","0.171702380952375","0.14","0.052","0.187761904761907","0.629","0.371","0.71","0.29","3178","0.467","0.262","0.086","0.102","0.083"
"2010","CA-42","0.67298809523809","0.0199047619047625","0.184142857142859","0.297","0.298583333333331","0.296440476190472","0.277","0.129214285714287","1","0.0648333333333322","0.663","0.105059523809521","0.049","0.022","0.384416666666668","0.751","0.249","0.785","0.215","6212","0.799","0.138","0.036","0.024","0.003"
"2010","CA-43","0.606273809523799","0.105321428571428","0.041","0.695119047619048","0.398","0.30195238095238","0.205","0.0866904761904799","1","0.045","0.636","0.211964285714277","0.232880952380949","0.089761904761902","0.0958690476190505","0.597","0.403","0.804","0.196","8493","0.895","0.077","0.017","0.012","0"
"2010","CA-44","0.740595238095228","0.052","0.08","0.431988095238096","0.343","0.309464285714284","0.227","0.116976190476193","1","0.0727738095238086","0.649","0.168416666666658","0.120619047619043","0.032","0.253738095238098","0.672","0.328","0.77","0.23","5699","0.742","0.177","0.04","0.035","0.007"
"2010","CA-45","0.702869047619043","0.07","0.046","0.45211904761905","0.313916666666665","0.261749999999999","0.231309523809524","0.19286904761905","1","0.104940476190474","0.596654761904761","0.183452380952378","0.136","0.039","0.194083333333335","0.639","0.361","0.727464285714282","0.272535714285718","4582","0.659","0.161","0.047","0.082","0.052"
"2010","CA-46","0.666","0.018","0.193","0.214","0.286714285714284","0.277357142857141","0.250309523809524","0.185309523809526","1","0.0797738095238083","0.656","0.105380952380949","0.069","0.019","0.390166666666671","0.605","0.395","0.647","0.353","9208","0.925","0.065","0.005","0.003","0.002"
"2010","CA-47","0.487","0.015","0.155464285714288","0.682285714285713","0.399380952380951","0.32010714285714","0.182714285714288","0.0971190476190502","1","0.03","0.668","0.141119047619043","0.178","0.043","0.11736904761905","0.453","0.547","0.809321428571427","0.190678571428573","17655","0.985","0.014","0.001","0","0"
"2010","CA-48","0.691011904761899","0.017","0.175464285714288","0.183","0.296","0.293809523809523","0.247","0.158904761904765","1","0.0693928571428559","0.679333333333331","0.0949285714285679","0.058","0.017","0.513178571428575","0.605","0.395","0.653","0.347","8733","0.862","0.088","0.019","0.029","0.001"
"2010","CA-49","0.699","0.047","0.053","0.359559523809528","0.349","0.272380952380951","0.229","0.143761904761908","35.2","0.101595238095237","0.631","0.145083333333332","0.107","0.027","0.200511904761909","0.613","0.387","0.749","0.251","1","0.6","0.147","0.083","0.146","0.024"
"2010","CA-50","0.75","0.019","0.142142857142857","0.20532142857143","0.292738095238094","0.299488095238094","0.254","0.153642857142859","1","0.0923452380952368","0.637333333333334","0.0966904761904743","0.0978690476190458","0.017","0.433178571428577","0.638","0.362","0.696940476190478","0.303059523809522","6505","0.755","0.158","0.063","0.021","0.002"
"2010","CA-51","0.622","0.072","0.124","0.62552380952381","0.364738095238093","0.274","0.220952380952381","0.135142857142859","1","0.0886071428571413","0.608","0.160285714285711","0.156","0.049","0.17507142857143","0.564","0.436","0.79","0.21","8625","0.833","0.073","0.021","0.037","0.037"
"2010","CA-52","0.791833333333328","0.046","0.0673214285714305","0.209","0.31","0.268","0.26","0.151059523809526","37.8","0.132845238095237","0.657","0.113523809523805","0.082","0.033","0.304464285714291","0.603","0.397","0.707","0.293","6060","0.733","0.13","0.025","0.079","0.033"
"2010","CA-53","0.699","0.069","0.101869047619048","0.324","0.456","0.237","0.184","0.112285714285717","1","0.0942857142857125","0.686","0.109345238095235","0.1812619047619","0.026","0.37991666666667","0.34","0.66","0.473","0.527","13940","0.958","0.027","0.01","0.006","0"
"2010","CO-01","0.746","0.0998928571428568","0.034","0.311666666666666","0.389","0.269","0.219630952380951","0.124952380952382","1","0.0787857142857131","0.713","0.103023809523808","0.175607142857139","0.028","0.389238095238102","0.522","0.478","0.485","0.515","1","0.916","0.072","0.01","0","0.002"
"2010","CO-02","0.872","0.011","0.04","0.19782142857143","0.346","0.292130952380951","0.245","0.105452380952384","1","0.0817380952380944","0.734023809523809","0.0920714285714261","0.0763333333333316","0.015","0.405476190476193","0.685","0.315","0.64","0.36","4570","0.645","0.100369047619051","0.061","0.081","0.1"
"2010","CO-03","0.878","0.01","0.007","0.241738095238096","0.287833333333332","0.242","0.295535714285712","0.175178571428576","1","0.121226190476189","0.638702380952378","0.112690476190474","0.113","0.028","0.266285714285715","0.686","0.314","0.656499999999998","0.343500000000002","1705","0.277","0.181","0.078","0.134","0.331"
"2010","CO-04","0.889","0.012","0.015","0.201166666666667","0.336","0.253","0.259785714285712","0.149892857142859","1","0.102071428571427","0.668","0.0967380952380932","0.111797619047616","0.022","0.305095238095241","0.674","0.326","0.666","0.334","3061","0.482","0.164","0.056","0.127","0.175821428571428"
"2010","CO-05","0.833428571428571","0.056","0.023","0.140273809523811","0.328","0.266","0.265452380952379","0.137202380952383","37.3","0.178833333333332","0.664","0.103511904761902","0.101047619047616","0.022","0.313892857142861","0.667","0.333","0.675","0.325","3420","0.56","0.166","0.078","0.081","0.119964285714285"
"2010","CO-06","0.894726190476188","0.027","0.0347738095238106","0.0839880952380962","0.244369047619048","0.330833333333333","0.303773809523808","0.120607142857144","1","0.106499999999999","0.724","0.0756666666666632","0.0400714285714274","0.011","0.476654761904767","0.816","0.184","0.743","0.257","3811","0.629","0.128","0.066","0.117","0.06"
"2010","CO-07","0.779","0.073","0.0278690476190486","0.281654761904762","0.327202380952381","0.27","0.25647619047619","0.145880952380954","1","0.102749999999999","0.693","0.118869047619043","0.139321428571426","0.026","0.264226190476196","0.602","0.398","0.639226190476189","0.360773809523811","1","0.793","0.126","0.035","0.032","0.015"
"2010","CT-01","0.734785714285712","0.149","0.0427261904761913","0.142666666666669","0.278","0.272976190476189","0.265","0.180190476190478","1","0.0858095238095222","0.69217857142857","0.131416666666661","0.0997023809523787","0.043","0.324547619047623","0.685","0.315","0.657095238095237","0.342904761904763","1","0.508","0.295","0.1","0.089","0.008"
"2010","CT-02","0.888297619047616","0.0363690476190477","0.0297500000000001","0.0625952380952386","0.273642857142858","0.286964285714284","0.272","0.166190476190479","1","0.113547619047617","0.688345238095237","0.0988571428571419","0.051","0.025","0.317190476190477","0.767","0.233","0.687666666666664","0.312333333333336","1599","0.188","0.188","0.159","0.429","0.035"
"2010","CT-03","0.781380952380948","0.124023809523811","0.0391785714285717","0.115107142857145","0.299","0.268869047619045","0.256","0.173535714285714","1","0.0824880952380935","0.687773809523808","0.123214285714282","0.083","0.029","0.329857142857144","0.685095238095237","0.314904761904763","0.638","0.362","5255","0.583","0.223","0.129","0.065","0"
"2010","CT-04","0.743","0.123","0.0455833333333335","0.166500000000003","0.259","0.307119047619047","0.260869047619048","0.168190476190477","1","0.064047619047618","0.679","0.118892857142855","0.07","0.028","0.456619047619052","0.704119047619046","0.295880952380954","0.696","0.304","6713","0.588","0.199","0.15","0.063","0"
"2010","CT-05","0.8","0.065","0.030071428571429","0.154940476190477","0.261","0.289904761904761","0.276","0.17209523809524","1","0.087749999999998","0.691095238095236","0.112249999999998","0.076","0.0266309523809531","0.32816666666667","0.718","0.282","0.687499999999996","0.312500000000004","3356","0.379","0.23","0.197","0.167","0.028"
"2010","DE-01","0.7","0.215","0.0310595238095241","0.0801785714285721","0.30260714285714","0.267047619047617","0.258","0.172250000000005","1","0.114988095238093","0.649333333333331","0.102202380952377","0.078","0.027","0.273095238095241","0.731","0.269","0.683309523809522","0.316690476190478","3362","0.388","0.22","0.133","0.212","0.047"
"2010","FL-01","0.779369047619046","0.141","0.024","0.0500238095238106","0.312","0.249","0.256","0.171154761904764","38.9","0.165","0.615","0.121595238095233","0.132392857142854","0.019","0.215345238095241","0.68","0.32","0.661","0.339","1","0.309","0.271","0.119","0.162","0.139"
"2010","FL-02","0.72","0.222","0.017011904761905","0.0526666666666675","0.358785714285712","0.236","0.246","0.15546428571429","1","0.127297619047617","0.602821428571428","0.138702380952374","0.140654761904759","0.019","0.252488095238098","0.635","0.365","0.623","0.377","1619","0.237","0.221","0.081","0.177","0.284"
"2010","FL-03","0.412","0.509","0.022","0.095619047619051","0.342","0.257","0.246","0.14239285714286","35.4","0.0983571428571421","0.618","0.199523809523804","0.218","0.034","0.140571428571429","0.539","0.461","0.612","0.388","3760","0.647690476190478","0.164","0.041","0.074","0.068"
"2010","FL-04","0.764","0.155","0.04","0.0634642857142875","0.315","0.270345238095238","0.257","0.149404761904764","1","0.141035714285713","0.643","0.127238095238088","0.095","0.02","0.259666666666673","0.686","0.314","0.644","0.356","2317","0.403","0.234","0.075","0.149","0.149892857142855"
"2010","FL-05","0.878","0.064","0.0144166666666672","0.0953690476190499","0.198","0.229976190476188","0.261464285714284","0.31189285714286","47.2","0.164107142857143","0.496","0.162023809523806","0.109321428571427","0.02","0.183095238095241","0.792","0.208","0.696","0.304","1262","0.161","0.303","0.186","0.284595238095234","0.093"
"2010","FL-06","0.767","0.153","0.033","0.0866071428571447","0.306","0.231","0.241","0.205583333333337","1","0.145940476190476","0.577","0.137666666666664","0.106","0.019","0.233476190476194","0.703","0.297","0.666","0.334","1901","0.285","0.245","0.157","0.222","0.091"
"2010","FL-07","0.82","0.103","0.0227619047619052","0.103273809523811","0.248011904761904","0.248","0.273","0.221702380952383","1","0.130797619047618","0.578","0.131166666666658","0.118702380952378","0.021","0.271023809523813","0.735","0.265","0.663","0.337","2118","0.356","0.337","0.11","0.154","0.043"
