Year,District,LEAN_1,LEAN_2,PERF_1,PERF_2
2006,MO-05,-21.60,-23.19,-19.19,-23.71
2006,MO-06,12.74,9.80,15.15,9.28
2006,MO-07,32.94,27.05,35.35,26.53
2006,MO-08,25.59,20.93,28.00,20.41
2006,MO-09,15.59,13.92,18.00,13.40
2006,MS-01,22.84,19.71,25.25,19.19
2006,MS-02,-21.60,-15.81,-19.19,-16.33
2006,MS-03,28.90,29.81,31.31,29.29
2006,MS-04,34.96,33.17,37.37,32.65
2006,MT-01,18.00,27.99,20.41,27.47
2006,NC-01,-17.56,-14.63,-15.15,-15.15
2006,NC-02,5.59,7.59,8.00,7.07
2006,NC-03,33.59,29.81,36.00,29.29
2006,NC-04,-13.52,-6.55,-11.11,-7.07
2006,NC-05,30.92,33.85,33.33,33.33
2006,NC-06,36.98,35.87,39.39,35.35
2006,NC-07,9.59,4.52,12.00,4.00
2006,NC-08,6.68,8.52,9.09,8.00
2006,NC-09,24.86,27.79,27.27,27.27
2006,NC-10,31.59,31.83,34.00,31.31
2006,NC-11,11.59,18.89,14.00,18.37
2006,NC-12,-28.41,-14.63,-26.00,-15.15
2006,NC-13,-7.46,1.53,-5.05,1.01
2006,ND-01,24.86,30.31,27.27,29.79
2006,NE-01,24.86,24.73,27.27,24.21
2006,NE-02,20.04,19.27,22.45,18.75
2006,NE-03,49.11,48.44,51.52,47.92
2006,NH-01,0.62,3.68,3.03,3.16
2006,NH-02,-7.46,-0.53,-5.05,-1.05
2006,NJ-01,-24.41,-29.38,-22.00,-29.90
2006,NJ-02,-1.40,-10.82,1.01,-11.34
2006,NJ-03,-0.41,-10.82,2.00,-11.34
2006,NJ-04,9.59,-3.65,12.00,-4.17
2006,NJ-05,11.59,7.74,14.00,7.22
2006,NJ-06,-16.41,-26.56,-14.00,-27.08
2006,NJ-07,3.59,1.55,6.00,1.03
2006,NJ-08,-20.41,-23.19,-18.00,-23.71
2006,NJ-09,-20.41,-29.38,-18.00,-29.90
2006,NJ-10,-66.41,-67.16,-64.00,-67.68
2006,NJ-11,13.59,11.86,16.00,11.34
2006,NJ-12,-10.41,-16.15,-8.00,-16.67
2006,NJ-13,-40.41,-47.93,-38.00,-48.45
2006,NM-01,-5.44,-0.53,-3.03,-1.05
2006,NM-02,14.76,11.86,17.17,11.34
2006,NM-03,-11.50,-8.95,-9.09,-9.47
2006,NV-01,-17.56,-14.94,-15.15,-15.46
2006,NV-02,13.92,21.80,16.33,21.28
2006,NV-03,-1.40,-0.51,1.01,-1.03
2006,NY-01,-2.41,-7.81,0.00,-8.33
2006,NY-02,-10.57,-18.23,-8.16,-18.75
2006,NY-03,2.64,-7.81,5.05,-8.33
2006,NY-04,-13.52,-21.13,-11.11,-21.65
2006,NY-05,-29.68,-37.62,-27.27,-38.14
2006,NY-06,-72.11,-77.03,-69.70,-77.55
2006,NY-07,-51.90,-55.73,-49.49,-56.25
2006,NY-08,-47.86,-60.35,-45.45,-60.87
2006,NY-09,-14.41,-37.62,-12.00,-38.14
2006,NY-10,-76.15,-82.81,-73.74,-83.33
2006,NY-11,-76.15,-79.91,-73.74,-80.43
2006,NY-12,-64.03,-66.87,-61.62,-67.39
2006,NY-13,7.59,-7.81,10.00,-8.33
2006,NY-14,-51.90,-50.02,-49.49,-50.54
2006,NY-15,-84.23,-84.59,-81.82,-85.11
2006,NY-16,-82.21,-89.17,-79.80,-89.69
2006,NY-17,-36.41,-43.23,-34.00,-43.75
2006,NY-18,-18.41,-19.07,-16.00,-19.59
2006,NY-19,6.68,2.60,9.09,2.08
2006,NY-20,5.59,7.89,8.00,7.37
2006,NY-21,-14.65,-17.37,-12.24,-17.89
2006,NY-22,-11.50,-9.16,-9.09,-9.68
2006,NY-23,1.67,2.60,4.08,2.08
2006,NY-24,3.59,1.57,6.00,1.05
2006,NY-25,-4.45,-5.73,-2.04,-6.25
2006,NY-26,9.83,7.89,12.24,7.37
2006,NY-27,-10.57,-12.25,-8.16,-12.77
2006,NY-28,-29.68,-25.80,-27.27,-26.32
2006,NY-29,11.88,10.94,14.29,10.42
2006,OH-01,-0.41,5.67,2.00,5.15
2006,OH-02,25.59,30.42,28.00,29.90
2006,OH-03,5.59,7.74,8.00,7.22
2006,OH-04,28.90,28.36,31.31,27.84
2006,OH-05,19.59,23.44,22.00,22.92
2006,OH-06,-0.41,2.60,2.00,2.08
2006,OH-07,11.59,14.81,14.00,14.29
2006,OH-08,26.88,26.29,29.29,25.77
2006,OH-09,-18.41,-14.06,-16.00,-14.58
2006,OH-10,-19.58,-11.06,-17.17,-11.58
2006,OH-11,-66.05,-62.37,-63.64,-62.89
2006,OH-12,-0.41,6.64,2.00,6.12
2006,OH-13,-14.41,-8.76,-12.00,-9.28
2006,OH-14,3.59,8.85,6.00,8.33
2006,OH-15,-2.41,8.85,0.00,8.33
2006,OH-16,5.59,12.10,8.00,11.58
2006,OH-17,-28.41,-25.80,-26.00,-26.32
2006,OH-18,11.59,15.10,14.00,14.58
2006,OK-01,27.59,25.77,30.00,25.25
2006,OK-02,15.59,5.57,18.00,5.05
2006,OK-03,41.59,31.83,44.00,31.31
2006,OK-04,31.59,23.75,34.00,23.23
2006,OK-05,25.59,24.52,28.00,24.00
2006,OR-01,-13.52,-5.86,-11.11,-6.38
2006,OR-02,20.82,26.84,23.23,26.32
2006,OR-03,-36.41,-30.66,-34.00,-31.18
2006,OR-04,-2.41,5.90,0.00,5.38
2006,OR-05,-1.40,1.57,1.01,1.05
2006,PA-01,-72.11,-69.18,-69.70,-69.70
2006,PA-02,-78.17,-75.24,-75.76,-75.76
2006,PA-03,3.59,4.60,6.00,4.08
2006,PA-04,6.68,6.64,9.09,6.12
2006,PA-05,19.59,22.17,22.00,21.65
2006,PA-06,-6.41,0.52,-4.00,0.00
2006,PA-07,-8.41,-3.56,-6.00,-4.08
2006,PA-08,-5.44,-4.63,-3.03,-5.15
2006,PA-09,31.59,31.13,34.00,30.61
2006,PA-10,17.59,15.98,20.00,15.46
2006,PA-11,-8.41,-10.82,-6.00,-11.34
2006,PA-12,-4.41,-10.59,-2.00,-11.11
2006,PA-13,-15.54,-13.77,-13.13,-14.29
2006,PA-14,-41.80,-42.34,-39.39,-42.86
2006,PA-15,-2.41,-0.51,0.00,-1.03
2006,PA-16,20.82,27.05,23.23,26.53
2006,PA-17,13.59,15.98,16.00,15.46
2006,PA-18,5.59,5.57,8.00,5.05
2006,PA-19,25.59,26.29,28.00,25.77
2006,RI-01,-28.94,-33.52,-26.53,-34.04
2006,RI-02,-18.74,-28.51,-16.33,-29.03
2006,SC-01,19.59,22.17,22.00,21.65
2006,SC-02,18.80,20.11,21.21,19.59
2006,SC-03,29.59,29.09,32.00,28.57
2006,SC-04,28.90,32.48,31.31,31.96
2006,SC-05,12.74,12.76,15.15,12.24
2006,SC-06,-24.41,-17.85,-22.00,-18.37
2006,SD-01,20.04,22.97,22.45,22.45
2006,TN-01,34.96,23.75,37.37,23.23
2006,TN-02,26.88,20.93,29.29,20.41
2006,TN-03,20.82,16.85,23.23,16.33
2006,TN-04,14.76,1.53,17.17,1.01
2006,TN-05,-6.41,-14.63,-4.00,-15.15
2006,TN-06,17.59,0.52,20.00,0.00
2006,TN-07,30.92,19.71,33.33,19.19
2006,TN-08,3.59,-2.51,6.00,-3.03
2006,TN-09,-42.41,-26.75,-40.00,-27.27
2006,TX-01,35.59,35.17,38.00,34.65
2006,TX-02,23.59,26.52,26.00,26.00
2006,TX-03,31.59,40.52,34.00,40.00
2006,TX-04,37.59,32.52,40.00,32.00
2006,TX-05,31.59,32.52,34.00,32.00
2006,TX-06,29.59,32.52,32.00,32.00
2006,TX-07,25.59,38.52,28.00,38.00
2006,TX-08,41.59,38.52,44.00,38.00
2006,TX-09,-42.41,-37.48,-40.00,-38.00
2006,TX-10,21.59,33.19,24.00,32.67
2006,TX-11,53.59,50.52,56.00,50.00
2006,TX-12,31.59,28.52,34.00,28.00
2006,TX-13,53.59,48.52,56.00,48.00
2006,TX-14,31.59,28.52,34.00,28.00
2006,TX-15,-0.41,-7.48,2.00,-8.00
2006,TX-16,-15.28,-17.48,-12.87,-18.00
2006,TX-17,37.59,36.52,40.00,36.00
2006,TX-18,-46.41,-43.48,-44.00,-44.00
2006,TX-19,51.59,50.52,54.00,50.00
2006,TX-20,-12.41,-15.48,-10.00,-16.00
2006,TX-21,29.59,38.52,32.00,38.00
2006,TX-22,25.59,34.52,28.00,34.00
2006,TX-23,11.59,7.45,14.00,6.93
2006,TX-24,27.59,36.52,30.00,36.00
2006,TX-25,-10.41,6.52,-8.00,6.00
2006,TX-26,27.59,24.52,30.00,24.00
2006,TX-27,7.59,0.52,10.00,0.00
2006,TX-28,5.59,0.52,8.00,0.00
2006,TX-29,-14.41,-13.48,-12.00,-14.00
2006,TX-30,-52.41,-47.48,-50.00,-48.00
2006,TX-31,31.59,37.15,34.00,36.63
2006,TX-32,17.59,28.52,20.00,28.00
2006,UT-01,46.57,43.68,48.98,43.16
2006,UT-02,33.67,37.25,36.08,36.73
2006,UT-03,56.35,52.04,58.76,51.52
2006,VA-01,18.80,20.11,21.21,19.59
2006,VA-02,13.59,12.76,16.00,12.24
2006,VA-03,-35.74,-34.17,-33.33,-34.69
2006,VA-04,11.59,10.72,14.00,10.20
2006,VA-05,10.72,15.10,13.13,14.58
2006,VA-06,24.86,24.23,27.27,23.71
2006,VA-07,20.82,25.01,23.23,24.49
2006,VA-08,-31.70,-19.48,-29.29,-20.00
2006,VA-09,18.80,13.92,21.21,13.40
2006,VA-10,8.70,15.98,11.11,15.46
2006,VA-11,-1.40,7.74,1.01,7.22
2006,VT-01,-22.82,-10.35,-20.41,-10.87
2006,WA-01,-16.70,-11.06,-14.29,-11.58
2006,WA-02,-6.49,-1.61,-4.08,-2.13
2006,WA-03,-0.37,2.65,2.04,2.13
2006,WA-04,26.16,29.69,28.57,29.17
2006,WA-05,13.92,17.19,16.33,16.67
2006,WA-06,-10.57,-8.95,-8.16,-9.47
2006,WA-07,-63.63,-54.32,-61.22,-54.84
2006,WA-08,-5.44,-1.56,-3.03,-2.08
2006,WA-09,-9.48,-9.90,-7.07,-10.42
2006,WI-01,5.59,6.77,8.00,6.25
2006,WI-02,-27.66,-22.88,-25.25,-23.40
2006,WI-03,-5.44,-2.64,-3.03,-3.16
2006,WI-04,-42.41,-36.98,-40.00,-37.50
2006,WI-05,24.86,28.36,27.27,27.84
2006,WI-06,10.72,12.10,13.13,11.58
2006,WI-07,-3.42,-0.53,-1.01,-1.05
2006,WI-08,8.70,9.99,11.11,9.47
2006,WV-01,13.59,11.86,16.00,11.34
2006,WV-02,12.74,10.72,15.15,10.20
2006,WV-03,4.66,-3.56,7.07,-4.08
2006,WY-01,38.41,42.79,40.82,42.27
2004,AK-01,36.15,,35.63,
2004,AL-01,22.97,,22.45,
2004,AL-02,23.75,,23.23,
2004,AL-03,5.57,,5.05,
2004,AL-04,25.01,,24.49,
2004,AL-05,10.72,,10.20,
2004,AL-06,50.01,,49.49,
2004,AL-07,-32.81,,-33.33,
2004,AR-01,-1.52,,-2.04,
2004,AR-02,1.55,,1.03,
2004,AR-03,24.23,,23.71,
2004,AR-04,-0.51,,-1.03,
2004,AZ-01,5.67,,5.15,
2004,AZ-02,16.85,,16.33,
2004,AZ-03,12.76,,12.24,
2004,AZ-04,-28.05,,-28.57,
2004,AZ-05,11.86,,11.34,
2004,AZ-06,25.01,,24.49,
2004,AZ-07,-20.31,,-20.83,
2004,AZ-08,4.69,,4.17,
2004,CA-01,-13.77,,-14.29,
2004,CA-02,30.31,,29.79,
2004,CA-03,15.10,,14.58,
2004,CA-04,24.73,,24.21,
2004,CA-05,-25.80,,-26.32,
2004,CA-06,-34.26,,-34.78,
2004,CA-07,-35.56,,-36.08,
2004,CA-08,-66.87,,-67.39,
2004,CA-09,-71.22,,-71.74,
2004,CA-10,-14.06,,-14.58,
2004,CA-11,8.68,,8.16,
2004,CA-12,-39.06,,-39.58,
2004,CA-13,-37.62,,-38.14,
2004,CA-14,-28.65,,-29.17,
2004,CA-15,-24.48,,-25.00,
2004,CA-16,-31.44,,-31.96,
2004,CA-17,-28.51,,-29.03,
2004,CA-18,-8.76,,-9.28,
2004,CA-19,20.11,,19.59,
2004,CA-20,-10.59,,-11.11,
2004,CA-21,25.01,,24.49,
2004,CA-22,32.48,,31.96,
2004,CA-23,-14.37,,-14.89,
2004,CA-24,11.86,,11.34,
2004,CA-25,14.81,,14.29,
2004,CA-26,9.80,,9.28,
2004,CA-27,-24.48,,-25.00,
2004,CA-28,-50.00,,-50.52,
2004,CA-29,-20.31,,-20.83,
2004,CA-30,-41.15,,-41.67,
2004,CA-31,-59.90,,-60.42,
2004,CA-32,-36.21,,-36.73,
2004,CA-33,-70.61,,-71.13,
2004,CA-34,-46.42,,-46.94,
2004,CA-35,-65.14,,-65.66,
2004,CA-36,-18.23,,-18.75,
2004,CA-37,-54.58,,-55.10,
2004,CA-38,-42.34,,-42.86,
2004,CA-39,-26.01,,-26.53,
2004,CA-40,15.98,,15.46,
2004,CA-41,15.98,,15.46,
2004,CA-42,20.93,,20.41,
2004,CA-43,-30.09,,-30.61,
2004,CA-44,9.80,,9.28,
2004,CA-45,4.60,,4.08,
2004,CA-46,13.92,,13.40,
2004,CA-47,-13.77,,-14.29,
2004,CA-48,18.89,,18.37,
2004,CA-49,20.93,,20.41,
2004,CA-50,11.86,,11.34,
2004,CA-51,-15.81,,-16.33,
2004,CA-52,18.05,,17.53,
2004,CA-53,-20.31,,-20.83,
2004,CO-01,-29.27,,-29.79,
2004,CO-02,-8.95,,-9.47,
2004,CO-03,16.65,,16.13,
2004,CO-04,21.80,,21.28,
2004,CO-05,34.56,,34.04,
2004,CO-06,24.23,,23.71,
2004,CO-07,-0.49,,-1.01,
2004,CT-01,-30.01,,-30.53,
2004,CT-02,-14.37,,-14.89,
2004,CT-03,-27.14,,-27.66,
2004,CT-04,-9.90,,-10.42,
2004,CT-05,-8.95,,-9.47,
2004,DE-01,-12.88,,-13.40,
2004,FL-01,38.52,,38.00,
2004,FL-02,6.52,,6.00,
2004,FL-03,-29.48,,-30.00,
2004,FL-04,32.52,,32.00,
2004,FL-05,8.52,,8.00,
2004,FL-06,16.52,,16.00,
2004,FL-07,8.52,,8.00,
2004,FL-08,8.52,,8.00,
2004,FL-09,8.52,,8.00,
2004,FL-10,-1.48,,-2.00,
2004,FL-11,-21.48,,-22.00,
2004,FL-12,10.52,,10.00,
2004,FL-13,9.43,,8.91,
2004,FL-14,22.52,,22.00,
2004,FL-15,8.52,,8.00,
2004,FL-16,6.52,,6.00,
2004,FL-17,-69.48,,-70.00,
2004,FL-18,14.52,,14.00,
2004,FL-19,-45.48,,-46.00,
2004,FL-20,-37.48,,-38.00,
2004,FL-21,16.52,,16.00,
2004,FL-22,-3.48,,-4.00,
2004,FL-23,-59.48,,-60.00,
2004,FL-24,6.52,,6.00,
2004,FL-25,10.52,,10.00,
2004,GA-01,24.52,,24.00,
2004,GA-02,-3.48,,-4.00,
2004,GA-03,34.52,,34.00,
2004,GA-04,-39.48,,-40.00,
2004,GA-05,-45.48,,-46.00,
2004,GA-06,36.52,,36.00,
2004,GA-07,38.52,,38.00,
2004,GA-08,16.52,,16.00,
2004,GA-09,42.52,,42.00,
2004,GA-10,26.52,,26.00,
2004,GA-11,31.21,,30.69,
2004,GA-12,-3.48,,-4.00,
2004,GA-13,-13.48,,-14.00,
2004,HI-01,-16.50,,-17.02,
2004,HI-02,-21.22,,-21.74,
2004,IA-01,-6.70,,-7.22,
2004,IA-02,-9.90,,-10.42,
2004,IA-03,-0.51,,-1.03,
2004,IA-04,1.55,,1.03,
2004,IA-05,18.05,,17.53,
2004,ID-01,42.19,,41.67,
2004,ID-02,41.57,,41.05,
2004,IL-01,-67.48,,-68.00,
2004,IL-02,-65.48,,-66.00,
2004,IL-03,-17.85,,-18.37,
2004,IL-04,-59.08,,-59.60,
2004,IL-05,-31.48,,-32.00,
2004,IL-06,9.80,,9.28,
2004,IL-07,-67.16,,-67.68,
2004,IL-08,14.81,,14.29,
2004,IL-09,-36.21,,-36.73,
2004,IL-10,-3.56,,-4.08,
2004,IL-11,2.56,,2.04,
2004,IL-12,-10.82,,-11.34,
2004,IL-13,13.92,,13.40,
2004,IL-14,11.86,,11.34,
2004,IL-15,11.86,,11.34,
2004,IL-16,11.86,,11.34,
2004,IL-17,-9.68,,-10.20,
2004,IL-18,10.72,,10.20,
2004,IL-19,15.98,,15.46,
2004,IN-01,-13.77,,-14.29,
2004,IN-02,8.68,,8.16,
2004,IN-03,33.85,,33.33,
2004,IN-04,35.21,,34.69,
2004,IN-05,39.91,,39.39,
2004,IN-06,19.71,,19.19,
2004,IN-07,-12.61,,-13.13,
2004,IN-08,15.67,,15.15,
2004,IN-09,14.81,,14.29,
2004,KS-01,40.10,,39.58,
2004,KS-02,14.20,,13.68,
2004,KS-03,12.10,,11.58,
2004,KS-04,23.44,,22.92,
2004,KY-01,18.89,,18.37,
2004,KY-02,25.77,,25.25,
2004,KY-03,-1.52,,-2.04,
2004,KY-04,25.01,,24.49,
2004,KY-05,15.67,,15.15,
2004,KY-06,14.81,,14.29,
2004,LA-01,37.25,,36.73,
2004,LA-02,-54.58,,-55.10,
2004,LA-03,7.74,,7.22,
2004,LA-04,12.76,,12.24,
2004,LA-05,18.05,,17.53,
2004,LA-06,12.76,,12.24,
2004,LA-07,13.92,,13.40,
2004,MA-01,-25.32,,-25.84,
2004,MA-02,-24.21,,-24.73,
2004,MA-03,-25.01,,-25.53,
2004,MA-04,-37.78,,-38.30,
2004,MA-05,-22.06,,-22.58,
2004,MA-06,-22.06,,-22.58,
2004,MA-07,-37.11,,-37.63,
2004,MA-08,-65.39,,-65.91,
2004,MA-09,-28.51,,-29.03,
2004,MA-10,-15.61,,-16.13,
2004,MD-01,18.05,,17.53,
2004,MD-02,-15.81,,-16.33,
2004,MD-03,-14.06,,-14.58,
2004,MD-04,-56.62,,-57.14,
2004,MD-05,-15.81,,-16.33,
2004,MD-06,26.29,,25.77,
2004,MD-07,-48.46,,-48.98,
2004,MD-08,-35.56,,-36.08,
2004,ME-01,-7.01,,-7.53,
2004,ME-02,-2.71,,-3.23,
2004,MI-01,7.74,,7.22,
2004,MI-02,22.17,,21.65,
2004,MI-03,22.97,,22.45,
2004,MI-04,10.72,,10.20,
2004,MI-05,-23.97,,-24.49,
2004,MI-06,7.74,,7.22,
2004,MI-07,5.67,,5.15,
2004,MI-08,4.60,,4.08,
2004,MI-09,4.60,,4.08,
2004,MI-10,8.68,,8.16,
2004,MI-11,4.60,,4.08,
2004,MI-12,-23.97,,-24.49,
2004,MI-13,-61.10,,-61.62,
2004,MI-14,-63.12,,-63.64,
2004,MI-15,-21.93,,-22.45,
2004,MN-01,4.78,,4.26,
2004,MN-02,7.89,,7.37,
2004,MN-03,4.69,,4.17,
2004,MN-04,-20.76,,-21.28,
2004,MN-05,-36.44,,-36.96,
2004,MN-06,11.16,,10.64,
2004,MN-07,15.41,,14.89,
2004,MN-08,-4.86,,-5.38,
2004,MO-01,-46.42,,-46.94,
2004,MO-02,20.93,,20.41,
2004,MO-03,-10.82,,-11.34,
2004,MO-04,18.89,,18.37,
2004,MO-05,-23.19,,-23.71,
2004,MO-06,9.80,,9.28,
2004,MO-07,27.05,,26.53,
2004,MO-08,20.93,,20.41,
2004,MO-09,13.92,,13.40,
2004,MS-01,19.71,,19.19,
2004,MS-02,-15.81,,-16.33,
2004,MS-03,29.81,,29.29,
2004,MS-04,33.17,,32.65,
2004,MT-01,27.99,,27.47,
2004,NC-01,-14.63,,-15.15,
2004,NC-02,7.59,,7.07,
2004,NC-03,29.81,,29.29,
2004,NC-04,-6.55,,-7.07,
2004,NC-05,33.85,,33.33,
2004,NC-06,35.87,,35.35,
2004,NC-07,4.52,,4.00,
2004,NC-08,8.52,,8.00,
2004,NC-09,27.79,,27.27,
2004,NC-10,31.83,,31.31,
2004,NC-11,18.89,,18.37,
2004,NC-12,-14.63,,-15.15,
2004,NC-13,1.53,,1.01,
2004,ND-01,30.31,,29.79,
2004,NE-01,24.73,,24.21,
2004,NE-02,19.27,,18.75,
2004,NE-03,48.44,,47.92,
2004,NH-01,3.68,,3.16,
2004,NH-02,-0.53,,-1.05,
2004,NJ-01,-29.38,,-29.90,
2004,NJ-02,-10.82,,-11.34,
2004,NJ-03,-10.82,,-11.34,
2004,NJ-04,-3.65,,-4.17,
2004,NJ-05,7.74,,7.22,
2004,NJ-06,-26.56,,-27.08,
2004,NJ-07,1.55,,1.03,
2004,NJ-08,-23.19,,-23.71,
2004,NJ-09,-29.38,,-29.90,
2004,NJ-10,-67.16,,-67.68,
2004,NJ-11,11.86,,11.34,
2004,NJ-12,-16.15,,-16.67,
2004,NJ-13,-47.93,,-48.45,
2004,NM-01,-0.53,,-1.05,
2004,NM-02,11.86,,11.34,
2004,NM-03,-8.95,,-9.47,
2004,NV-01,-14.94,,-15.46,
2004,NV-02,21.80,,21.28,
2004,NV-03,-0.51,,-1.03,
2004,NY-01,-7.81,,-8.33,
2004,NY-02,-18.23,,-18.75,
2004,NY-03,-7.81,,-8.33,
2004,NY-04,-21.13,,-21.65,
2004,NY-05,-37.62,,-38.14,
2004,NY-06,-77.03,,-77.55,
2004,NY-07,-55.73,,-56.25,
2004,NY-08,-60.35,,-60.87,
2004,NY-09,-37.62,,-38.14,
2004,NY-10,-82.81,,-83.33,
2004,NY-11,-79.91,,-80.43,
2004,NY-12,-66.87,,-67.39,
2004,NY-13,-7.81,,-8.33,
2004,NY-14,-50.02,,-50.54,
2004,NY-15,-84.59,,-85.11,
2004,NY-16,-89.17,,-89.69,
2004,NY-17,-43.23,,-43.75,
2004,NY-18,-19.07,,-19.59,
2004,NY-19,2.60,,2.08,
2004,NY-20,7.89,,7.37,
2004,NY-21,-17.37,,-17.89,
2004,NY-22,-9.16,,-9.68,
2004,NY-23,2.60,,2.08,
2004,NY-24,1.57,,1.05,
2004,NY-25,-5.73,,-6.25,
2004,NY-26,7.89,,7.37,
2004,NY-27,-12.25,,-12.77,
2004,NY-28,-25.80,,-26.32,
2004,NY-29,10.94,,10.42,
2004,OH-01,5.67,,5.15,
2004,OH-02,30.42,,29.90,
2004,OH-03,7.74,,7.22,
2004,OH-04,28.36,,27.84,
2004,OH-05,23.44,,22.92,
2004,OH-06,2.60,,2.08,
2004,OH-07,14.81,,14.29,
2004,OH-08,26.29,,25.77,
2004,OH-09,-14.06,,-14.58,
2004,OH-10,-11.06,,-11.58,
2004,OH-11,-62.37,,-62.89,
2004,OH-12,6.64,,6.12,
2004,OH-13,-8.76,,-9.28,
2004,OH-14,8.85,,8.33,
2004,OH-15,8.85,,8.33,
2004,OH-16,12.10,,11.58,
2004,OH-17,-25.80,,-26.32,
2004,OH-18,15.10,,14.58,
2004,OK-01,25.77,,25.25,
2004,OK-02,5.57,,5.05,
2004,OK-03,31.83,,31.31,
2004,OK-04,23.75,,23.23,
2004,OK-05,24.52,,24.00,
2004,OR-01,-5.86,,-6.38,
2004,OR-02,26.84,,26.32,
2004,OR-03,-30.66,,-31.18,
2004,OR-04,5.90,,5.38,
2004,OR-05,1.57,,1.05,
2004,PA-01,-69.18,,-69.70,
2004,PA-02,-75.24,,-75.76,
2004,PA-03,4.60,,4.08,
2004,PA-04,6.64,,6.12,
2004,PA-05,22.17,,21.65,
2004,PA-06,0.52,,0.00,
2004,PA-07,-3.56,,-4.08,
2004,PA-08,-4.63,,-5.15,
2004,PA-09,31.13,,30.61,
2004,PA-10,15.98,,15.46,
2004,PA-11,-10.82,,-11.34,
2004,PA-12,-10.59,,-11.11,
2004,PA-13,-13.77,,-14.29,
2004,PA-14,-42.34,,-42.86,
2004,PA-15,-0.51,,-1.03,
2004,PA-16,27.05,,26.53,
2004,PA-17,15.98,,15.46,
2004,PA-18,5.57,,5.05,
2004,PA-19,26.29,,25.77,
2004,RI-01,-33.52,,-34.04,
2004,RI-02,-28.51,,-29.03,
2004,SC-01,22.17,,21.65,
2004,SC-02,20.11,,19.59,
2004,SC-03,29.09,,28.57,
2004,SC-04,32.48,,31.96,
2004,SC-05,12.76,,12.24,
2004,SC-06,-17.85,,-18.37,
2004,SD-01,22.97,,22.45,
2004,TN-01,23.75,,23.23,
2004,TN-02,20.93,,20.41,
2004,TN-03,16.85,,16.33,
2004,TN-04,1.53,,1.01,
2004,TN-05,-14.63,,-15.15,
2004,TN-06,0.52,,0.00,
2004,TN-07,19.71,,19.19,
2004,TN-08,-2.51,,-3.03,
2004,TN-09,-26.75,,-27.27,
2004,TX-01,35.17,,34.65,
2004,TX-02,26.52,,26.00,
2004,TX-03,40.52,,40.00,
2004,TX-04,32.52,,32.00,
2004,TX-05,32.52,,32.00,
2004,TX-06,32.52,,32.00,
2004,TX-07,38.52,,38.00,
2004,TX-08,38.52,,38.00,
2004,TX-09,-37.48,,-38.00,
2004,TX-10,33.19,,32.67,
2004,TX-11,50.52,,50.00,
2004,TX-12,28.52,,28.00,
2004,TX-13,48.52,,48.00,
2004,TX-14,28.52,,28.00,
2004,TX-15,-7.48,,-8.00,
2004,TX-16,-17.48,,-18.00,
2004,TX-17,36.52,,36.00,
2004,TX-18,-43.48,,-44.00,
2004,TX-19,50.52,,50.00,
2004,TX-20,-15.48,,-16.00,
2004,TX-21,38.52,,38.00,
2004,TX-22,34.52,,34.00,
2004,TX-23,7.45,,6.93,
2004,TX-24,36.52,,36.00,
2004,TX-25,6.52,,6.00,
2004,TX-26,24.52,,24.00,
2004,TX-27,0.52,,0.00,
2004,TX-28,0.52,,0.00,
2004,TX-29,-13.48,,-14.00,
2004,TX-30,-47.48,,-48.00,
2004,TX-31,37.15,,36.63,
2004,TX-32,28.52,,28.00,
2004,UT-01,43.68,,43.16,
2004,UT-02,37.25,,36.73,
2004,UT-03,52.04,,51.52,
2004,VA-01,20.11,,19.59,
2004,VA-02,12.76,,12.24,
2004,VA-03,-34.17,,-34.69,
2004,VA-04,10.72,,10.20,
2004,VA-05,15.10,,14.58,
2004,VA-06,24.23,,23.71,
2004,VA-07,25.01,,24.49,
2004,VA-08,-19.48,,-20.00,
2004,VA-09,13.92,,13.40,
2004,VA-10,15.98,,15.46,
2004,VA-11,7.74,,7.22,
2004,VT-01,-10.35,,-10.87,
2004,WA-01,-11.06,,-11.58,
2004,WA-02,-1.61,,-2.13,
2004,WA-03,2.65,,2.13,
2004,WA-04,29.69,,29.17,
2004,WA-05,17.19,,16.67,
2004,WA-06,-8.95,,-9.47,
2004,WA-07,-54.32,,-54.84,
2004,WA-08,-1.56,,-2.08,
2004,WA-09,-9.90,,-10.42,
2004,WI-01,6.77,,6.25,
2004,WI-02,-22.88,,-23.40,
2004,WI-03,-2.64,,-3.16,
2004,WI-04,-36.98,,-37.50,
2004,WI-05,28.36,,27.84,
2004,WI-06,12.10,,11.58,
2004,WI-07,-0.53,,-1.05,
2004,WI-08,9.99,,9.47,
2004,WV-01,11.86,,11.34,
2004,WV-02,10.72,,10.20,
2004,WV-03,-3.56,,-4.08,
2004,WY-01,42.79,,42.27,
