"year","name","DEM_VOTES_2016","REP_VOTES_2016","TOTAL_VOTES_2016","DEM_PRCT_2016","REP_PRCT_2016","LEAN_2016","DEM_VOTES_2020","REP_VOTES_2020","TOTAL_VOTES_2020","DEM_PRCT_2020","REP_PRCT_2020","LEAN_2020"
2018,"IL-06",177414,152743,330157,53.74,46.26,-5.26000000000001,226479,174573,401052,56.47,43.53,-8.39999999999999
2018,"IL-07",268537,28317,296854,90.46,9.54,-78.7,271045,38062,309107,87.69,12.31,-70.84
2018,"IL-08",148434,93115,241549,61.45,38.55,-20.68,172127,113382,285509,60.29,39.71,-16.04
2018,"IL-09",238380,84614,322994,73.8,26.2,-45.38,269936,104350,374286,72.12,27.88,-39.7
2018,"IL-10",178697,93962,272659,65.54,34.46,-28.86,207177,109565,316742,65.41,34.59,-26.28
2018,"IL-11",165489,100180,265669,62.29,37.71,-22.36,196607,115463,312070,63,37,-21.46
2018,"IL-12",126801,173695,300496,42.2,57.8,17.82,137902,184808,322710,42.73,57.27,19.08
2018,"IL-13",140686,158309,298995,47.05,52.95,8.12,157820,169900,327720,48.16,51.84,8.22000000000001
2018,"IL-14",153283,166545,319828,47.93,52.07,6.36000000000001,202736,193000,395736,51.23,48.77,2.08000000000001
2018,"IL-15",78655,226680,305335,25.76,74.24,50.7,88769,246980,335749,26.44,73.56,51.66
2018,"IL-16",119615,173050,292665,40.87,59.13,20.48,140981,196124,337105,41.82,58.18,20.9
2018,"IL-17",134285,136644,270929,49.56,50.44,3.1,146373,151446,297819,49.15,50.85,6.24
2018,"IL-18",116139,210951,327090,35.51,64.49,31.2,139436,230213,369649,37.72,62.28,29.1
2020,"IL-01",245843,69624,315467,77.93,22.07,-53.64,247259,82279,329538,75.03,24.97,-45.52
2020,"IL-02",236815,58055,294870,80.31,19.69,-58.4,236835,64907,301742,78.49,21.51,-52.44
2020,"IL-03",156802,113375,270177,58.04,41.96,-13.86,175139,135224,310363,56.43,43.57,-8.31999999999999
2020,"IL-04",173391,28000,201391,86.1,13.9,-69.98,185803,39836,225639,82.35,17.65,-60.16
2020,"IL-05",231447,78159,309606,74.76,25.24,-47.3,269475,96764,366239,73.58,26.42,-42.62
2020,"IL-06",177427,152773,330200,53.73,46.27,-5.23999999999999,226494,174598,401092,56.47,43.53,-8.39999999999999
2020,"IL-07",268537,28317,296854,90.46,9.54,-78.7,271045,38062,309107,87.69,12.31,-70.84
2020,"IL-08",148447,93122,241569,61.45,38.55,-20.68,172136,113387,285523,60.29,39.71,-16.04
2020,"IL-09",238380,84614,322994,73.8,26.2,-45.38,269936,104350,374286,72.12,27.88,-39.7
2020,"IL-10",178664,93922,272586,65.54,34.46,-28.86,207178,109554,316732,65.41,34.59,-26.28
2020,"IL-11",165514,100192,265706,62.29,37.71,-22.36,196662,115484,312146,63,37,-21.46
2020,"IL-12",126785,173681,300466,42.2,57.8,17.82,137914,184814,322728,42.73,57.27,19.08
2020,"IL-13",140697,158323,299020,47.05,52.95,8.12,157841,169909,327750,48.16,51.84,8.22000000000001
2020,"IL-14",153217,166485,319702,47.92,52.08,6.38,202648,192946,395594,51.23,48.77,2.08000000000001
2020,"IL-15",78665,226686,305351,25.76,74.24,50.7,88778,246994,335772,26.44,73.56,51.66
2020,"IL-16",119586,173037,292623,40.87,59.13,20.48,140953,196107,337060,41.82,58.18,20.9
2020,"IL-17",134328,136663,270991,49.57,50.43,3.08,146413,151459,297872,49.15,50.85,6.24
2020,"IL-18",116107,210930,327037,35.5,64.5,31.22,139391,230193,369584,37.72,62.28,29.1
2022,"IL-01",257939,86334,344273,74.92,25.08,-47.62,260180,104199,364379,71.4,28.6,-38.26
2022,"IL-02",228211,87509,315720,72.28,27.72,-42.34,231776,96979,328755,70.5,29.5,-36.46
2022,"IL-03",184184,65938,250122,73.64,26.36,-45.06,207097,84211,291308,71.09,28.91,-37.64
2022,"IL-04",165340,49532,214872,76.95,23.05,-51.68,175891,62953,238844,73.64,26.36,-42.74
2022,"IL-05",237931,98898,336829,70.64,29.36,-39.06,279516,118148,397664,70.29,29.71,-36.04
2022,"IL-06",180725,151174,331899,54.45,45.55,-6.67999999999999,216059,172918,388977,55.55,44.45,-6.55999999999999
2022,"IL-07",271277,30720,301997,89.83,10.17,-77.44,273822,40715,314537,87.06,12.94,-69.58
2022,"IL-08",157723,112430,270153,58.38,41.62,-14.54,188882,137455,326337,57.88,42.12,-11.22
2022,"IL-09",233134,88247,321381,72.54,27.46,-42.86,265079,108247,373326,71,29,-37.46
2022,"IL-10",186006,112608,298614,62.29,37.71,-22.36,220323,128271,348594,63.2,36.8,-21.86
2022,"IL-11",172054,136920,308974,55.69,44.31,-9.16,215908,157842,373750,57.77,42.23,-11
2022,"IL-12",96133,252458,348591,27.58,72.42,47.06,107037,270998,378035,28.31,71.69,47.92
2022,"IL-13",175417,147062,322479,54.4,45.6,-6.58000000000001,194527,154951,349478,55.66,44.34,-6.77999999999999
2022,"IL-14",157039,130630,287669,54.59,45.41,-6.96,190763,150921,341684,55.83,44.17,-7.11999999999999
2022,"IL-15",103477,245404,348881,29.66,70.34,42.9,117685,270575,388260,30.31,69.69,43.92
2022,"IL-16",126318,212900,339218,37.24,62.76,27.74,153225,238679,391904,39.1,60.9,26.34
2022,"IL-17",157609,137208,294817,53.46,46.54,-4.7,173992,148821,322813,53.9,46.1,-3.26
2008,"IN-01",153750,127040,280790,54.76,45.24,-7.3,167978,152001,319979,52.5,47.5,-0.459999999999994
2008,"IN-02",105624,146363,251987,41.92,58.08,18.38,121699,159589,281288,43.26,56.74,18.02
2008,"IN-03",87942,183414,271356,32.41,67.59,37.4,114366,205306,319672,35.78,64.22,32.98
2008,"IN-04",110678,220997,331675,33.37,66.63,35.48,148820,247548,396368,37.55,62.45,29.44
2008,"IN-05",132452,242635,375087,35.31,64.69,31.6,184254,271572,455826,40.42,59.58,23.7
2008,"IN-06",80225,183544,263769,30.41,69.59,41.4,89740,198412,288152,31.14,68.86,42.26
2008,"IN-07",165204,73427,238631,69.23,30.77,-36.24,186273,75647,261920,71.12,28.88,-37.7
2008,"IN-08",86596,186385,272981,31.72,68.28,38.78,101186,203409,304595,33.22,66.78,38.1
2008,"IN-09",110627,193375,304002,36.39,63.61,29.44,128058,216247,344305,37.19,62.81,30.16
2010,"IN-01",153750,127040,280790,54.76,45.24,-7.3,167978,152001,319979,52.5,47.5,-0.459999999999994
2010,"IN-02",105624,146363,251987,41.92,58.08,18.38,121699,159589,281288,43.26,56.74,18.02
2010,"IN-03",87942,183414,271356,32.41,67.59,37.4,114366,205306,319672,35.78,64.22,32.98
2010,"IN-04",110678,220997,331675,33.37,66.63,35.48,148820,247548,396368,37.55,62.45,29.44
2010,"IN-05",132452,242635,375087,35.31,64.69,31.6,184254,271572,455826,40.42,59.58,23.7
2010,"IN-06",80225,183544,263769,30.41,69.59,41.4,89740,198412,288152,31.14,68.86,42.26
2010,"IN-07",165204,73427,238631,69.23,30.77,-36.24,186273,75647,261920,71.12,28.88,-37.7
2010,"IN-08",86596,186385,272981,31.72,68.28,38.78,101186,203409,304595,33.22,66.78,38.1
2010,"IN-09",110627,193375,304002,36.39,63.61,29.44,128058,216247,344305,37.19,62.81,30.16
2012,"IN-01",162304,124574,286878,56.58,43.42,-10.94,177569,148486,326055,54.46,45.54,-4.37999999999998
2012,"IN-02",99496,163530,263026,37.83,62.17,26.56,116794,178385,295179,39.57,60.43,25.4
2012,"IN-03",87695,189513,277208,31.64,68.36,38.94,112346,211169,323515,34.73,65.27,35.08
2012,"IN-04",91272,194401,285673,31.95,68.05,38.32,117232,220014,337246,34.76,65.24,35.02
2012,"IN-05",150103,193045,343148,43.74,56.26,14.74,200392,209682,410074,48.87,51.13,6.8
2012,"IN-06",82498,204128,286626,28.78,71.22,44.66,96579,228547,325126,29.71,70.29,45.12
2012,"IN-07",156031,95642,251673,62,38,-21.78,177909,99797,277706,64.06,35.94,-23.58
2012,"IN-08",92844,194226,287070,32.34,67.66,37.54,107988,212147,320135,33.73,66.27,37.08
2012,"IN-09",110858,198117,308975,35.88,64.12,30.46,135572,221503,357075,37.97,62.03,28.6
2014,"IN-01",162304,124574,286878,56.58,43.42,-10.94,177569,148486,326055,54.46,45.54,-4.37999999999998
2014,"IN-02",99496,163530,263026,37.83,62.17,26.56,116794,178385,295179,39.57,60.43,25.4
2014,"IN-03",87695,189513,277208,31.64,68.36,38.94,112346,211169,323515,34.73,65.27,35.08
2014,"IN-04",91272,194401,285673,31.95,68.05,38.32,117232,220014,337246,34.76,65.24,35.02
2014,"IN-05",150109,193046,343155,43.74,56.26,14.74,200398,209683,410081,48.87,51.13,6.8
2014,"IN-06",82498,204128,286626,28.78,71.22,44.66,96579,228547,325126,29.71,70.29,45.12
2014,"IN-07",156025,95641,251666,62,38,-21.78,177903,99796,277699,64.06,35.94,-23.58
2014,"IN-08",92844,194226,287070,32.34,67.66,37.54,107988,212147,320135,33.73,66.27,37.08
2014,"IN-09",110858,198117,308975,35.88,64.12,30.46,135572,221503,357075,37.97,62.03,28.6
2016,"IN-01",162358,124638,286996,56.57,43.43,-10.92,177630,148554,326184,54.46,45.54,-4.37999999999998
2016,"IN-02",99496,163530,263026,37.83,62.17,26.56,116794,178385,295179,39.57,60.43,25.4
2016,"IN-03",87695,189513,277208,31.64,68.36,38.94,112346,211169,323515,34.73,65.27,35.08
2016,"IN-04",91272,194401,285673,31.95,68.05,38.32,117232,220014,337246,34.76,65.24,35.02
2016,"IN-05",150109,193046,343155,43.74,56.26,14.74,200398,209683,410081,48.87,51.13,6.8
2016,"IN-06",82498,204128,286626,28.78,71.22,44.66,96579,228547,325126,29.71,70.29,45.12
2016,"IN-07",156025,95641,251666,62,38,-21.78,177903,99796,277699,64.06,35.94,-23.58
2016,"IN-08",92844,194226,287070,32.34,67.66,37.54,107989,212148,320137,33.73,66.27,37.08
2016,"IN-09",110858,198117,308975,35.88,64.12,30.46,135572,221503,357075,37.97,62.03,28.6
2018,"IN-01",162358,124638,286996,56.57,43.43,-10.92,177630,148554,326184,54.46,45.54,-4.37999999999998
2018,"IN-02",99496,163530,263026,37.83,62.17,26.56,116794,178385,295179,39.57,60.43,25.4
2018,"IN-03",87695,189513,277208,31.64,68.36,38.94,112346,211169,323515,34.73,65.27,35.08
2018,"IN-04",91272,194401,285673,31.95,68.05,38.32,117232,220014,337246,34.76,65.24,35.02
2018,"IN-05",150109,193046,343155,43.74,56.26,14.74,200398,209683,410081,48.87,51.13,6.8
2018,"IN-06",82498,204128,286626,28.78,71.22,44.66,96579,228547,325126,29.71,70.29,45.12
2018,"IN-07",156025,95641,251666,62,38,-21.78,177903,99796,277699,64.06,35.94,-23.58
2018,"IN-08",92844,194226,287070,32.34,67.66,37.54,107989,212148,320137,33.73,66.27,37.08
2018,"IN-09",110858,198117,308975,35.88,64.12,30.46,135572,221503,357075,37.97,62.03,28.6
2020,"IN-01",162358,124638,286996,56.57,43.43,-10.92,177630,148554,326184,54.46,45.54,-4.37999999999998
2020,"IN-02",99496,163530,263026,37.83,62.17,26.56,116794,178385,295179,39.57,60.43,25.4
2020,"IN-03",87695,189513,277208,31.64,68.36,38.94,112346,211169,323515,34.73,65.27,35.08
2020,"IN-04",91272,194401,285673,31.95,68.05,38.32,117232,220014,337246,34.76,65.24,35.02
2020,"IN-05",150088,193031,343119,43.74,56.26,14.74,200376,209668,410044,48.87,51.13,6.8
2020,"IN-06",82498,204128,286626,28.78,71.22,44.66,96584,228555,325139,29.71,70.29,45.12
2020,"IN-07",156046,95656,251702,62,38,-21.78,177925,99811,277736,64.06,35.94,-23.58
2020,"IN-08",92841,194221,287062,32.34,67.66,37.54,108025,212185,320210,33.74,66.26,37.06
2020,"IN-09",110853,198113,308966,35.88,64.12,30.46,135586,221516,357102,37.97,62.03,28.6
2022,"IN-01",165951,128962,294913,56.27,43.73,-10.32,181826,153357,335183,54.25,45.75,-3.95999999999999
2022,"IN-02",99814,172779,272593,36.62,63.38,28.98,117711,188035,305746,38.5,61.5,27.54
2022,"IN-03",87873,187834,275707,31.87,68.13,38.48,111628,209802,321430,34.73,65.27,35.08
2022,"IN-04",89726,192861,282587,31.75,68.25,38.72,118432,219088,337520,35.09,64.91,34.36
2022,"IN-05",113697,189752,303449,37.47,62.53,27.28,151361,210080,361441,41.88,58.12,20.78
2022,"IN-06",83846,194428,278274,30.13,69.87,41.96,109408,215368,324776,33.69,66.31,37.16
2022,"IN-07",187176,84028,271204,69.02,30.98,-35.82,213492,84805,298297,71.57,28.43,-38.6
2022,"IN-08",96919,206008,302927,31.99,68.01,38.24,112348,225274,337622,33.28,66.72,37.98
2022,"IN-09",108144,200579,308723,35.03,64.97,32.16,126293,224048,350341,36.05,63.95,32.44
2008,"IA-01",134608,147175,281783,47.77,52.23,6.67999999999999,150159,166577,316736,47.41,52.59,9.72000000000001
2008,"IA-02",157683,141481,299164,52.71,47.29,-3.2,183402,157316,340718,53.83,46.17,-3.11999999999999
2008,"IA-03",155769,159232,315001,49.45,50.55,3.31999999999999,185631,180989,366620,50.63,49.37,3.28000000000002
2008,"IA-04",125096,171606,296702,42.16,57.84,17.9,147422,196742,344164,42.83,57.17,18.88
2008,"IA-05",80513,181489,262002,30.73,69.27,40.76,92439,196042,288481,32.04,67.96,40.46
2010,"IA-01",134608,147175,281783,47.77,52.23,6.67999999999999,150159,166577,316736,47.41,52.59,9.72000000000001
2010,"IA-02",157683,141481,299164,52.71,47.29,-3.2,183402,157316,340718,53.83,46.17,-3.11999999999999
2010,"IA-03",155769,159232,315001,49.45,50.55,3.31999999999999,185631,180989,366620,50.63,49.37,3.28000000000002
2010,"IA-04",125096,171606,296702,42.16,57.84,17.9,147422,196742,344164,42.83,57.17,18.88
2010,"IA-05",80513,181489,262002,30.73,69.27,40.76,92439,196042,288481,32.04,67.96,40.46
2012,"IA-01",176477,190379,366856,48.11,51.89,6,199259,213601,412860,48.26,51.74,8.02
2012,"IA-02",170796,186384,357180,47.82,52.18,6.58000000000001,193437,209858,403295,47.96,52.04,8.62
2012,"IA-03",178937,192960,371897,48.11,51.89,6,224159,224726,448885,49.94,50.06,4.66000000000001
2012,"IA-04",127401,231229,358630,35.52,64.48,31.18,142206,249487,391693,36.31,63.69,31.92
2014,"IA-01",176477,190379,366856,48.11,51.89,6,199259,213601,412860,48.26,51.74,8.02
2014,"IA-02",170796,186384,357180,47.82,52.18,6.58000000000001,193437,209858,403295,47.96,52.04,8.62
2014,"IA-03",178937,192960,371897,48.11,51.89,6,224159,224726,448885,49.94,50.06,4.66000000000001
2014,"IA-04",127401,231229,358630,35.52,64.48,31.18,142206,249487,391693,36.31,63.69,31.92
2016,"IA-01",176477,190379,366856,48.11,51.89,6,199259,213601,412860,48.26,51.74,8.02
2016,"IA-02",170796,186384,357180,47.82,52.18,6.58000000000001,193437,209858,403295,47.96,52.04,8.62
2016,"IA-03",178937,192960,371897,48.11,51.89,6,224159,224726,448885,49.94,50.06,4.66000000000001
2016,"IA-04",127401,231229,358630,35.52,64.48,31.18,142206,249487,391693,36.31,63.69,31.92
2018,"IA-01",176477,190379,366856,48.11,51.89,6,199259,213601,412860,48.26,51.74,8.02
2018,"IA-02",170796,186384,357180,47.82,52.18,6.58000000000001,193437,209858,403295,47.96,52.04,8.62
2018,"IA-03",178937,192960,371897,48.11,51.89,6,224159,224726,448885,49.94,50.06,4.66000000000001
2018,"IA-04",127401,231229,358630,35.52,64.48,31.18,142206,249487,391693,36.31,63.69,31.92
2020,"IA-01",176477,190379,366856,48.11,51.89,6,199259,213601,412860,48.26,51.74,8.02
2020,"IA-02",170796,186384,357180,47.82,52.18,6.58000000000001,193437,209858,403295,47.96,52.04,8.62
2020,"IA-03",178937,192960,371897,48.11,51.89,6,224159,224726,448885,49.94,50.06,4.66000000000001
2020,"IA-04",127401,231229,358630,35.52,64.48,31.18,142206,249487,391693,36.31,63.69,31.92
2022,"IA-01",177850,189883,367733,48.36,51.64,5.5,203400,215742,419142,48.53,51.47,7.48000000000001
2022,"IA-02",180224,198924,379148,47.53,52.47,7.16,203246,222312,425558,47.76,52.24,9.02
2022,"IA-03",165874,177109,342983,48.36,51.64,5.5,205591,207043,412634,49.82,50.18,4.90000000000001
2022,"IA-04",129663,235036,364699,35.55,64.45,31.12,146824,252575,399399,36.76,63.24,31.02
2008,"KS-01",55674,179559,235233,23.67,76.33,54.88,71202,201893,273095,26.07,73.93,52.4
2008,"KS-02",102703,166967,269670,38.08,61.92,26.06,131529,194227,325756,40.38,59.62,23.78
2008,"KS-03",177371,160144,337515,52.55,47.45,-2.88,243650,182804,426454,57.13,42.87,-9.71999999999999
2008,"KS-04",91243,164341,255584,35.7,64.3,30.82,123925,192474,316399,39.17,60.83,26.2
2010,"KS-01",55674,179559,235233,23.67,76.33,54.88,71202,201893,273095,26.07,73.93,52.4
2010,"KS-02",102703,166967,269670,38.08,61.92,26.06,131529,194227,325756,40.38,59.62,23.78
2010,"KS-03",177371,160144,337515,52.55,47.45,-2.88,243650,182804,426454,57.13,42.87,-9.71999999999999
2010,"KS-04",91243,164341,255584,35.7,64.3,30.82,123925,192474,316399,39.17,60.83,26.2
2012,"KS-01",64387,183451,247838,25.98,74.02,50.26,83890,207727,291617,28.77,71.23,47
2012,"KS-02",110598,164997,275595,40.13,59.87,21.96,140303,191030,331333,42.35,57.65,19.84
2012,"KS-03",161465,157297,318762,50.65,49.35,0.920000000000009,223097,179575,402672,55.4,44.6,-6.26
2012,"KS-04",90541,165266,255807,35.39,64.61,31.44,123016,193066,316082,38.92,61.08,26.7
2014,"KS-01",64387,183451,247838,25.98,74.02,50.26,83890,207727,291617,28.77,71.23,47
2014,"KS-02",110598,164997,275595,40.13,59.87,21.96,140303,191030,331333,42.35,57.65,19.84
2014,"KS-03",161465,157297,318762,50.65,49.35,0.920000000000009,223097,179575,402672,55.4,44.6,-6.26
2014,"KS-04",90541,165266,255807,35.39,64.61,31.44,123016,193066,316082,38.92,61.08,26.7
2016,"KS-01",64387,183451,247838,25.98,74.02,50.26,83890,207727,291617,28.77,71.23,47
2016,"KS-02",110598,164997,275595,40.13,59.87,21.96,140303,191030,331333,42.35,57.65,19.84
2016,"KS-03",161465,157297,318762,50.65,49.35,0.920000000000009,223097,179575,402672,55.4,44.6,-6.26
2016,"KS-04",90541,165266,255807,35.39,64.61,31.44,123016,193066,316082,38.92,61.08,26.7
2018,"KS-01",64387,183451,247838,25.98,74.02,50.26,83890,207727,291617,28.77,71.23,47
2018,"KS-02",110598,164997,275595,40.13,59.87,21.96,140303,191030,331333,42.35,57.65,19.84
2018,"KS-03",161465,157297,318762,50.65,49.35,0.920000000000009,223097,179575,402672,55.4,44.6,-6.26
2018,"KS-04",90541,165266,255807,35.39,64.61,31.44,123016,193066,316082,38.92,61.08,26.7
2020,"KS-01",64387,183451,247838,25.98,74.02,50.26,83890,207727,291617,28.77,71.23,47
2020,"KS-02",110598,164997,275595,40.13,59.87,21.96,140303,191030,331333,42.35,57.65,19.84
2020,"KS-03",161465,157297,318762,50.65,49.35,0.920000000000009,223097,179575,402672,55.4,44.6,-6.26
2020,"KS-04",90541,165266,255807,35.39,64.61,31.44,123016,193066,316082,38.92,61.08,26.7
2022,"KS-01",84998,182316,267314,31.8,68.2,38.62,110560,206485,317045,34.87,65.13,34.8
2022,"KS-02",104989,158393,263382,39.86,60.14,22.5,130764,183231,313995,41.65,58.35,21.24
2022,"KS-03",146199,164254,310453,47.09,52.91,8.04000000000001,205663,187747,393410,52.28,47.72,-0.019999999999996
2022,"KS-04",90806,166048,256854,35.35,64.65,31.52,123319,193935,317254,38.87,61.13,26.8
2008,"KY-01",69316,213589,282905,24.5,75.5,53.22,79650,230255,309905,25.7,74.3,53.14
2008,"KY-02",95820,228042,323862,29.59,70.41,43.04,119104,258849,377953,31.51,68.49,41.52
2008,"KY-03",187904,140073,327977,57.29,42.71,-12.36,224610,146727,371337,60.49,39.51,-16.44
2008,"KY-04",95532,219884,315416,30.29,69.71,41.64,126856,255608,382464,33.17,66.83,38.2
2008,"KY-05",44608,206041,250649,17.8,82.2,66.62,51252,223823,275075,18.63,81.37,67.28
2008,"KY-06",135663,195321,330984,40.99,59.01,20.24,170742,210880,381622,44.74,55.26,15.06
2010,"KY-01",69316,213589,282905,24.5,75.5,53.22,79650,230255,309905,25.7,74.3,53.14
2010,"KY-02",95820,228042,323862,29.59,70.41,43.04,119104,258849,377953,31.51,68.49,41.52
2010,"KY-03",187904,140073,327977,57.29,42.71,-12.36,224610,146727,371337,60.49,39.51,-16.44
2010,"KY-04",95532,219884,315416,30.29,69.71,41.64,126856,255608,382464,33.17,66.83,38.2
2010,"KY-05",44608,206041,250649,17.8,82.2,66.62,51252,223823,275075,18.63,81.37,67.28
2010,"KY-06",135663,195321,330984,40.99,59.01,20.24,170742,210880,381622,44.74,55.26,15.06
2012,"KY-01",74175,224647,298822,24.82,75.18,52.58,85273,244212,329485,25.88,74.12,52.78
2012,"KY-02",89563,219152,308715,29.01,70.99,44.2,113098,250037,363135,31.14,68.86,42.26
2012,"KY-03",186550,135709,322259,57.89,42.11,-13.56,221551,140624,362175,61.17,38.83,-17.8
2012,"KY-04",98662,219754,318416,30.99,69.01,40.24,125370,242133,367503,34.11,65.89,36.32
2012,"KY-05",48625,221551,270176,18,82,66.22,59907,248084,307991,19.45,80.55,65.64
2012,"KY-06",131268,182137,313405,41.88,58.12,18.46,167015,201051,368066,45.38,54.62,13.78
2014,"KY-01",74175,224647,298822,24.82,75.18,52.58,85273,244212,329485,25.88,74.12,52.78
2014,"KY-02",89563,219152,308715,29.01,70.99,44.2,113098,250037,363135,31.14,68.86,42.26
2014,"KY-03",186550,135709,322259,57.89,42.11,-13.56,221551,140624,362175,61.17,38.83,-17.8
2014,"KY-04",98662,219754,318416,30.99,69.01,40.24,125370,242133,367503,34.11,65.89,36.32
2014,"KY-05",48625,221551,270176,18,82,66.22,59907,248084,307991,19.45,80.55,65.64
2014,"KY-06",131268,182137,313405,41.88,58.12,18.46,167015,201051,368066,45.38,54.62,13.78
2016,"KY-01",74179,224654,298833,24.82,75.18,52.58,85273,244212,329485,25.88,74.12,52.78
2016,"KY-02",89563,219152,308715,29.01,70.99,44.2,113098,250037,363135,31.14,68.86,42.26
2016,"KY-03",186550,135709,322259,57.89,42.11,-13.56,221551,140624,362175,61.17,38.83,-17.8
2016,"KY-04",98662,219754,318416,30.99,69.01,40.24,125370,242133,367503,34.11,65.89,36.32
2016,"KY-05",48625,221551,270176,18,82,66.22,59907,248084,307991,19.45,80.55,65.64
2016,"KY-06",131268,182137,313405,41.88,58.12,18.46,167015,201051,368066,45.38,54.62,13.78
2018,"KY-01",74179,224654,298833,24.82,75.18,52.58,85273,244212,329485,25.88,74.12,52.78
2018,"KY-02",89563,219152,308715,29.01,70.99,44.2,113098,250037,363135,31.14,68.86,42.26
2018,"KY-03",186550,135709,322259,57.89,42.11,-13.56,221551,140624,362175,61.17,38.83,-17.8
2018,"KY-04",98662,219754,318416,30.99,69.01,40.24,125370,242133,367503,34.11,65.89,36.32
2018,"KY-05",48625,221551,270176,18,82,66.22,59907,248084,307991,19.45,80.55,65.64
